,Name,Price,Mileage,ages,accident_damages,Insurance,service_repairs,torque,horsepower,fuel_capacity,dimension,wheelbase,front_tire_size,dirver_leg_room,dirver_head_room,cargo_capacity,curb_weight,towing_capacity,mile_per_gallon,engine_text,drive_type_text,transmission_text,color_ext_int,prior_use,keys
140,2017 Mercedes-Benz SLC300,"$29,998*",40K miles,6 year(s),,Null,1 Service Record(s) Reported,273 torque@1300rpm,241 horsepower@5550rpm,15.9 gal,"162.8"" L x 71.5"" W x 51.3"" H","95.7""",P225/45YR17,"42.5""","38""",Null,"3,296 lbs",Null,25 city/32 hwy,"4-cyl, Turbo Gas, 2.0L",Rear Wheel Drive,Automatic,Red/Black,None,2']
141,2014 Dodge Dart SXT,"$15,998*",90K miles,9 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,171 torque@4800rpm,184 horsepower@6250rpm,14.2 gal,"183.9"" L x 72"" W x 57.7"" H","106.4""",P205/55HR16,"42.2""","38.6""",Null,"3,186 lbs",Null,22 city/35 hwy,"4-cyl, Gas, 2.4L",Front Wheel Drive,Automatic,Black/Black,None,2']
142,2015 Scion FR-S,"$17,998*",124K miles,8 year(s),,Null,,151 torque@6400rpm,200 horsepower@7000rpm,13.2 gal,"166.7"" L x 69.9"" W x 50.6"" H","101.2""",P215/45WR17,"41.9""","37.1""",Null,"2,806 lbs",Null,25 city/34 hwy,"4-cyl, Gas, 2.0L",Rear Wheel Drive,Automatic,White/Black,None,2']
143,2016 Chevrolet Corvette Stingray Z51,"$48,998*",18K miles,7 year(s),,Null,,465 torque@4600rpm,460 horsepower@6000rpm,18.5 gal,"176.90"" L x 73.90"" W x 48.9"" H","106.70""",P245/35ZR19,"43.00""","37.90""",Null,"3,362 lbs",Null,17 city/29 hwy,"8-cyl, Gas, 6.2L",Rear Wheel Drive,Manual 7 Speed,Yellow/Black,None,2']
144,2016 Mercedes-Benz AMG GT S,"$71,998*",30K miles,7 year(s),No Accidents or Damage Reported,Null,,479 torque@1750rpm,503 horsepower@6250rpm,17 gal,"179"" L x 76.3"" W x 50.7"" H","103.5""",P265/35ZR19,"""","39.5""",Null,"3,627 lbs",Null,16 city/22 hwy,"8-cyl, Turbo Gas, 4.0L",Rear Wheel Drive,Automatic,Gray/Gray,None,2']
145,2018 Chevrolet Camaro SS,"$37,998*",46K miles,5 year(s),,Null,1 Service Record(s) Reported,455 torque@4400rpm,455 horsepower@6000rpm,19.0 gal,"188.30"" L x 74.70"" W x 53.10"" H","110.70""",P245/40ZR20,"43.90""","38.50""",Null,"3,685 lbs",Null,16 city/25 hwy,"8-cyl, Gas, 6.2L",Rear Wheel Drive,Automatic,Blue/Black,None,2']
146,2018 Mini Cooper S,"$21,998*",35K miles,5 year(s),,Null,,207 torque@1250rpm,189 horsepower@4700rpm,11.6 gal,"151.9"" L x 68"" W x 55.7"" H","98.2""",P195/55WR16,"41.4""","40.3""",Null,"2,760 lbs",Null,23 city/32 hwy,"4-cyl, Turbo Gas, 2.0L",Null,Automatic,Black/Black,None,2']
147,2022 Dodge Challenger R/T Scat Pack Widebody,"$52,998*",8K miles,1 year(s),No Accidents or Damage Reported,Null,,475 torque@4100rpm,485 horsepower@6100rpm,18.5 gal,"197.9"" L x 78.3"" W x 57.5"" H","116.2""",P305/35YR20,"42""","39.3""",Null,"4,298 lbs",Null,Null,"8-cyl, Gas, 6.4L",Null,Automatic,White/Black,None,2']
148,2020 Chevrolet Camaro LT,"$29,998*",42K miles,3 year(s),No Accidents or Damage Reported,Null,,284 torque@5300rpm,335 horsepower@6800rpm,19.0 gal,"188.3"" L x 74.7"" W x 53.1"" H","110.7""",245/50R18,"43.9""","38.5""",Null,"3,354 lbs",Null,20 city/30 hwy,"6-cyl, Gas, 3.6L",Null,Automatic,Black/Black,None,2']
149,2017 Mercedes-Benz AMG GT,"$74,998*",28K miles,6 year(s),,Null,3 Service Record(s) Reported,443 torque@1600rpm,456 horsepower@6000rpm,19.8 gal,"179"" L x 76.3"" W x 50.7"" H","103.5""",P255/35ZR19,"""","39.5""",Null,"3,560 lbs",Null,16 city/22 hwy,"8-cyl, Turbo Gas, 4.0L",Rear Wheel Drive,Automatic,White/Brown,None,2']
150,2017 Ford Mustang,"$23,998*",44K miles,6 year(s),No Accidents or Damage Reported,Null,,280 torque@4000rpm,300 horsepower@6500rpm,16 gal,"188.3"" L x 75.4"" W x 54.4"" H","107.1""",P235/55HR17,"44.5""","37.6""",Null,"3,526 lbs",Null,18 city/27 hwy,"6-cyl, Gas, 3.7L",Rear Wheel Drive,Automatic,Red/Black,None,2']
151,2020 Ford Mustang Ecoboost Premium,"$28,998*",28K miles,3 year(s),No Accidents or Damage Reported,Null,5 Service Record(s) Reported,350 torque@3000rpm,310 horsepower@5500rpm,16 gal,"188.3"" L x 75.4"" W x 54.4"" H","107.1""",P235/50WR18,"44.5""","37.6""",Null,"3,532 lbs",Null,21 city/30 hwy,"4-cyl, Turbo Gas, 2.3L",Null,Automatic,Silver/Black,None,2']
152,2013 Ford Mustang,"$16,998*",73K miles,10 year(s),No Accidents or Damage Reported,Null,,280 torque@4250rpm,305 horsepower@6500rpm,16.000 gal,"188.500"" L x 73.900"" W x 55.600"" H","107.100""",P215/60R17,"42.400""","38.500""",Null,"3,501 lbs",Null,19 city/29 hwy,"6-cyl, Gas, 3.7L",Null,Automatic,Silver/Black,None,2']
153,2014 Scion FR-S,"$20,998*",77K miles,9 year(s),No Accidents or Damage Reported,Null,5 Service Record(s) Reported,151 torque@6400rpm,200 horsepower@7000rpm,13.2 gal,"166.7"" L x 69.9"" W x 50.6"" H","101.2""",P215/45WR17,"41.9""","37.1""",Null,"2,806 lbs",Null,25 city/34 hwy,"4-cyl, Gas, 2.0L",Rear Wheel Drive,Automatic,Black/Black,None,2']
154,2020 Ford Mustang Ecoboost,"$26,998*",23K miles,3 year(s),,Null,1 Service Record(s) Reported,350 torque@3000rpm,310 horsepower@5500rpm,16 gal,"188.3"" L x 75.4"" W x 54.4"" H","107.1""",P235/55WR17,"44.5""","37.6""",Null,"3,532 lbs",Null,21 city/30 hwy,"4-cyl, Turbo Gas, 2.3L",Null,Automatic,Black/Black,None,2']
155,2021 Ford Mustang GT Premium,"$39,998*",12K miles,2 year(s),No Accidents or Damage Reported,Null,,420 torque@4600rpm,460 horsepower@7500rpm,16 gal,"188.3"" L x 75.4"" W x 54.9"" H","107.1""",P235/50WR18,"44.5""","37.6""",Null,"3,825 lbs",Null,Null,"8-cyl, Gas, 5.0L",Null,Automatic,White/Black,None,2']
156,2020 Ford Mustang Ecoboost,"$23,998*",42K miles,3 year(s),,Null,,350 torque@3000rpm,310 horsepower@5500rpm,16 gal,"188.3"" L x 75.4"" W x 54.4"" H","107.1""",P235/55WR17,"44.5""","37.6""",Null,"3,532 lbs",Null,21 city/30 hwy,"4-cyl, Turbo Gas, 2.3L",Null,Automatic,Gray/Black,None,2']
157,2021 Ford Mustang Ecoboost Premium,"$25,998*",42K miles,2 year(s),No Accidents or Damage Reported,Null,2 Service Record(s) Reported,350 torque@3000rpm,310 horsepower@5500rpm,16 gal,"188.3"" L x 75.4"" W x 54.9"" H","107.1""",P235/50WR18,"44.5""","37.6""",Null,"3,642 lbs",Null,27 hwy,"4-cyl, Turbo Gas, 2.3L",Null,Automatic,White/Black,None,2']
158,2017 Ford Mustang,"$22,998*",48K miles,6 year(s),No Accidents or Damage Reported,Null,2 Service Record(s) Reported,280 torque@4000rpm,300 horsepower@6500rpm,16 gal,"188.3"" L x 75.4"" W x 54.4"" H","107.1""",P235/55HR17,"44.5""","37.6""",Null,"3,526 lbs",Null,18 city/27 hwy,"6-cyl, Gas, 3.7L",Rear Wheel Drive,Manual 6 Speed,Red/Black,None,2']
159,2018 Chevrolet Camaro LT,"$24,998*",39K miles,5 year(s),No Accidents or Damage Reported,Null,,284 torque@5300rpm,335 horsepower@6800rpm,19.0 gal,"188.30"" L x 74.70"" W x 53.10"" H","110.70""",P245/50R18,"43.90""","38.50""",Null,"3,339 lbs",Null,19 city/29 hwy,"6-cyl, Gas, 3.6L",Rear Wheel Drive,Automatic,Silver/Black,None,2']
160,2019 Chevrolet Camaro LT,"$25,998*",55K miles,4 year(s),No Accidents or Damage Reported,Null,5 Service Record(s) Reported,295 torque@3000-4500rpm,275 horsepower@5600rpm,19.0 gal,"188.3"" L x 74.7"" W x 53.1"" H","110.7""",245/50R18,"43.9""","38.5""",Null,"3,354 lbs",Null,20 city/30 hwy,"4-cyl, Turbo Gas, 2.0L",Null,Automatic,Red/Black,None,2']
161,2017 Mazda MX-5 Miata RF Grand Touring,"$23,998*",43K miles,6 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,148 torque@4600rpm,155 horsepower@6000rpm,11.9 gal,"154.1"" L x 68.3"" W x 49"" H","90.9""",P205/45WR17,"43.1""","36.8""",Null,"2,494 lbs",Null,27 city/36 hwy,"4-cyl, Gas, 2.0L",Rear Wheel Drive,Automatic,Gray/Black,None,2']
162,2020 Ford Mustang Ecoboost Premium,"$27,998*",32K miles,3 year(s),,Null,,350 torque@3000rpm,310 horsepower@5500rpm,16 gal,"188.3"" L x 75.4"" W x 54.9"" H","107.1""",P235/50WR18,"44.5""","37.6""",Null,"3,642 lbs",Null,20 city/28 hwy,"4-cyl, Turbo Gas, 2.3L",Null,Automatic,Gray/Black,None,2']
163,2018 Jaguar XF 25t R-Sport,"$27,998*",36K miles,5 year(s),No Accidents or Damage Reported,Null,,269 torque@1200rpm,247 horsepower@5500rpm,19.5 gal,"195.2"" L x 78.2"" W x 57.4"" H","116.5""",P245/40HR19,"41.5""","37.1""",Null,"3,715 lbs",Null,23 city/33 hwy,"4-cyl, Turbo Gas, 2.0L",All Wheel Drive,Automatic,Silver/Black,None,2']
164,2020 Chevrolet Camaro 2SS,"$40,998*",15K miles,3 year(s),No Accidents or Damage Reported,Null,,455 torque@4400rpm,455 horsepower@6000rpm,19.0 gal,"188.3"" L x 74.7"" W x 52.9"" H","110.7""",245/40ZR20,"43.9""","38.4""",Null,"3,937 lbs",Null,16 city/24 hwy,"8-cyl, Gas, 6.2L",Null,Automatic,Blue/Black,None,2']
165,2019 Dodge Challenger R/T Scat Pack Widebody,"$47,998*",16K miles,4 year(s),No Accidents or Damage Reported,Null,,475 torque@4100rpm,485 horsepower@6100rpm,18.5 gal,"197.9"" L x 79.2"" W x 57.5"" H","116.2""",P305/35YR20,"42""","39.3""",Null,"4,232 lbs",Null,14 city/23 hwy,"8-cyl, Gas, 6.4L",Null,Automatic,White/Black,None,2']
166,2021 Ford Mustang Ecoboost Premium,"$32,998*",9K miles,2 year(s),,Null,,350 torque@3000rpm,310 horsepower@5500rpm,16 gal,"188.3"" L x 75.4"" W x 54.9"" H","107.1""",P235/50WR18,"44.5""","37.6""",Null,"3,642 lbs",Null,27 hwy,"4-cyl, Turbo Gas, 2.3L",Null,Automatic,Black/Black,None,2']
167,2021 Chevrolet Corvette Stingray 3LT,"$79,998*",18K miles,2 year(s),No Accidents or Damage Reported,Null,,465 torque@5150rpm,490 horsepower@6450rpm,18.5 gal,"182.3"" L x 76.1"" W x 48.6"" H","107.2""",245/35ZR19,"42.8""","37.9""",Null,"3,366 lbs",Null,15 city/27 hwy,"8-cyl, Gas, 6.2L",Rear Wheel Drive,Automatic,Red/Brown,None,2']
168,2012 Mitsubishi Eclipse GS Sport,"$17,998*",64K miles,11 year(s),No Accidents or Damage Reported,Null,,162 torque@4000rpm,162 horsepower@6000rpm,17.7 gal,"180.4"" L x 72.2"" W x 54.1"" H","101.4""",P235/45R18,"42.8""","39.6""",Null,"3,527 lbs",Null,20 city/27 hwy,"4-cyl, Gas, 2.4L",Front Wheel Drive,Automatic,Orange/Orange,None,2']
169,2020 Acura TLX A-Spec,"$31,998*",28K miles,3 year(s),No Accidents or Damage Reported,Null,,182 torque@4500rpm,206 horsepower@6800rpm,17.2 gal,"191"" L x 73"" W x 57"" H","109.3""",P245/40VR19,"42.6""","37.2""",Null,"3,548 lbs",Null,23 city/32 hwy,"4-cyl, Gas, 2.4L",Front Wheel Drive,Automatic,Blue/Red,None,2']
170,2018 Jaguar XE Premium,"$27,998*",46K miles,5 year(s),No Accidents or Damage Reported,Null,,269 torque@1300rpm,247 horsepower@5500rpm,16.6 gal,"183.9"" L x 72.8"" W x 56.1"" H","111.6""",P225/55HR17,"""","""",Null,"3,515 lbs",Null,24 city/34 hwy,"4-cyl, Turbo Gas, 2.0L",All Wheel Drive,Automatic,Gray/Black,None,2']
171,2019 Ford Mustang Ecoboost Premium,"$26,998*",41K miles,4 year(s),,Null,,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,20 city/28 hwy,"4-cyl, Turbo Gas, 2.3L",Rear Wheel Drive,Automatic,Black/Black,None,2']
172,2013 Ford Mustang,"$15,998*",95K miles,10 year(s),No Accidents or Damage Reported,Null,,280 torque@4250rpm,305 horsepower@6500rpm,16.000 gal,"188.500"" L x 73.900"" W x 56.100"" H","107.100""",P215/60R17,"42.400""","38.800""",Null,"3,630 lbs",Null,19 city/29 hwy,"6-cyl, Gas, 3.7L",Null,Automatic,Silver/Black,None,2']
173,2020 Audi S3 Premium Plus S-Line,"$37,998*",17K miles,3 year(s),,Null,,280 torque@1900rpm,288 horsepower@5400rpm,14.5 gal,"175.8"" L x 70.7"" W x 54.8"" H","103.6""",P225/40YR18,"41.2""","36.5""",Null,"3,494 lbs",Null,22 city/29 hwy,"4-cyl, Turbo Gas, 2.0L",All Wheel Drive,Automatic,Black/Black,None,2']
174,2015 Acura TLX,"$16,998*",114K miles,8 year(s),,Null,7 Service Record(s) Reported,182 torque@4500rpm,206 horsepower@6800rpm,17.2 gal,"190.3"" L x 73"" W x 57"" H","109.3""",P225/55VR17,"42.6""","37.2""",Null,"3,492 lbs",Null,24 city/35 hwy,"4-cyl, Gas, 2.4L",Front Wheel Drive,Automatic,Brown/Tan,None,2']
175,2013 Mini Cooper,"$15,998*",42K miles,10 year(s),,Null,6 Service Record(s) Reported,118 torque@4250rpm,122 horsepower@6000rpm,10.566 gal,"146.771"" L x 66.259"" W x 54.251"" H","97.125""",P175/65R15,"41.700""","38.385""",Null,"2,403 lbs",Null,29 city/37 hwy,"4-cyl, Gas, 1.6L",Front Wheel Drive,Manual 6 Speed,Blue/Black,None,2']
176,2018 Ford Mustang Ecoboost,"$23,998*",37K miles,5 year(s),No Accidents or Damage Reported,Null,10 Service Record(s) Reported,350 torque@3000rpm,310 horsepower@5500rpm,15.5 gal,"188.3"" L x 75.4"" W x 54.4"" H","107.1""",P235/55WR17,"44.5""","37.6""",Null,"3,532 lbs",Null,21 city/31 hwy,"4-cyl, Turbo Gas, 2.3L",Rear Wheel Drive,Automatic,Black/Black,None,2']
177,2020 BMW M4,"$60,998*",29K miles,3 year(s),No Accidents or Damage Reported,Null,,406 torque@1850rpm,425 horsepower@5500rpm,15.8 gal,"184.5"" L x 73.6"" W x 54.6"" H","110.7""",P255/40YR18,"42.2""","40.4""",Null,"4,110 lbs",Null,17 city/25 hwy,"6-cyl, Turbo Gas, 3.0L",Null,Automatic,Gray/Red,None,2']
178,2016 BMW M4,"$44,998*",43K miles,7 year(s),No Accidents or Damage Reported,Null,9 Service Record(s) Reported,406 torque@1850rpm,425 horsepower@5500rpm,15.9 gal,"184.5"" L x 73.6"" W x 54.4"" H","110.7""",P255/40YR18,"42.2""","39.8""",Null,"3,530 lbs",Null,17 city/26 hwy,"6-cyl, Turbo Gas, 3.0L",Rear Wheel Drive,Automatic,White/Black,None,2']
179,2021 Mazda MX-5 Miata RF Club,"$31,998*",13K miles,2 year(s),No Accidents or Damage Reported,Null,,151 torque@4000rpm,181 horsepower@7000rpm,11.9 gal,"154.1"" L x 68.3"" W x 49"" H","90.9""",P205/45WR17,"43.1""","36.8""",Null,"2,496 lbs",Null,26 city/35 hwy,"4-cyl, Gas, 2.0L",Rear Wheel Drive,Automatic,Red/Black,None,2']
180,2017 BMW M240 XI,"$35,998*",25K miles,6 year(s),No Accidents or Damage Reported,Null,9 Service Record(s) Reported,369 torque@1520rpm,335 horsepower@5500rpm,13.7 gal,"175.9"" L x 69.8"" W x 55.2"" H","105.9""",P225/40YR18,"41.5""","40.5""",Null,"3,944 lbs",Null,21 city/31 hwy,"6-cyl, Turbo Gas, 3.0L",All Wheel Drive,Automatic,White/Black,None,2']
181,2019 Dodge Challenger SXT Plus,"$23,998*",67K miles,4 year(s),No Accidents or Damage Reported,Null,6 Service Record(s) Reported,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,"6-cyl, Gas, 3.6L",Null,Automatic,Orange/Black,None,2']
182,2020 Ford Mustang Ecoboost Premium,"$27,998*",32K miles,3 year(s),No Accidents or Damage Reported,Null,,350 torque@3000rpm,310 horsepower@5500rpm,16 gal,"188.3"" L x 75.4"" W x 54.4"" H","107.1""",P235/50WR18,"44.5""","37.6""",Null,"3,532 lbs",Null,21 city/30 hwy,"4-cyl, Turbo Gas, 2.3L",Null,Automatic,White/Black,None,2']
183,2019 Ford Mustang Ecoboost,"$23,998*",44K miles,4 year(s),No Accidents or Damage Reported,Null,,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,21 city/31 hwy,"4-cyl, Turbo Gas, 2.3L",Rear Wheel Drive,Automatic,Black/Black,None,2']
184,2020 Ford Mustang Ecoboost Premium,"$24,998*",60K miles,3 year(s),,Null,,350 torque@3000rpm,310 horsepower@5500rpm,16 gal,"188.3"" L x 75.4"" W x 54.4"" H","107.1""",P235/50WR18,"44.5""","37.6""",Null,"3,532 lbs",Null,21 city/30 hwy,"4-cyl, Turbo Gas, 2.3L",Null,Automatic,Gray/Black,None,2']
185,2020 Ford Mustang Ecoboost Premium,"$27,998*",40K miles,3 year(s),No Accidents or Damage Reported,Null,,350 torque@3000rpm,310 horsepower@5500rpm,16 gal,"188.3"" L x 75.4"" W x 54.9"" H","107.1""",P235/50WR18,"44.5""","37.6""",Null,"3,642 lbs",Null,20 city/28 hwy,"4-cyl, Turbo Gas, 2.3L",Null,Automatic,Red/Red,None,2']
186,2019 Dodge Challenger R/T,"$33,998*",24K miles,4 year(s),No Accidents or Damage Reported,Null,,410 torque@4300rpm,375 horsepower@5150rpm,18.5 gal,"197.9"" L x 75.7"" W x 57.5"" H","116.2""",P245/45YR20,"42""","39.3""",Null,"4,190 lbs",Null,15 city/23 hwy,"8-cyl, Gas, 5.7L",Null,Automatic,Blue/Black,None,2']
187,2017 BMW 650 XI,"$46,998*",31K miles,6 year(s),No Accidents or Damage Reported,Null,23 Service Record(s) Reported,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,"8-cyl, , 4.4L",Null,Automatic,Black/Black,None,2']
188,2015 Acura TLX,"$17,998*",103K miles,8 year(s),No Accidents or Damage Reported,Null,,182 torque@4500rpm,206 horsepower@6800rpm,17.2 gal,"190.3"" L x 73"" W x 57"" H","109.3""",P225/55VR17,"42.6""","37.2""",Null,"3,492 lbs",Null,24 city/35 hwy,"4-cyl, Gas, 2.4L",Front Wheel Drive,Automatic,Black/Black,None,2']
189,2015 Dodge Dart SXT,"$13,998*",108K miles,8 year(s),No Accidents or Damage Reported,Null,2 Service Record(s) Reported,174 torque@4800rpm,184 horsepower@6250rpm,14.2 gal,"183.9"" L x 72"" W x 57.7"" H","106.4""",P205/55HR16,"42.2""","38.6""",Null,"3,165 lbs",Null,22 city/35 hwy,"4-cyl, Gas, 2.4L",Front Wheel Drive,Automatic,Black/Black,None,2']
190,2017 BMW M2,"$43,998*",41K miles,6 year(s),No Accidents or Damage Reported,Null,9 Service Record(s) Reported,343 torque@1400rpm,365 horsepower@6500rpm,13.7 gal,"176.2"" L x 73"" W x 55.5"" H","106""",P255/35YR19,"41.5""","40.1""",Null,"3,450 lbs",Null,18 city/26 hwy,"6-cyl, Turbo Gas, 3.0L",Rear Wheel Drive,Manual 6 Speed,White/Black,None,2']
191,2020 Ford Mustang GT Premium,"$30,998*",59K miles,3 year(s),,Null,,420 torque@4600rpm,460 horsepower@7000rpm,16 gal,"188.3"" L x 75.4"" W x 54.9"" H","107.1""",P235/50WR18,"44.5""","37.6""",Null,"3,825 lbs",Null,15 city/24 hwy,"8-cyl, Gas, 5.0L",Null,Automatic,Black/Black,None,2']
192,2018 Dodge Challenger SXT Plus,"$24,998*",50K miles,5 year(s),No Accidents or Damage Reported,Null,3 Service Record(s) Reported,268 torque@4800rpm,305 horsepower@6350rpm,18.5 gal,"197.9"" L x 75.7"" W x 57.5"" H","116.2""",P245/45YR20,"42""","39.3""",Null,"3,894 lbs",Null,19 city/30 hwy,"6-cyl, Gas, 3.6L",Rear Wheel Drive,Automatic,Orange/Black,None,2']
193,2012 Ford Mustang,"$17,998*",78K miles,11 year(s),No Accidents or Damage Reported,Null,,280 torque@4250rpm,305 horsepower@6500rpm,16.0 gal,"188.1"" L x 73.9"" W x 55.6"" H","107.1""",P215/60R17,"42.4""","38.5""",Null,"3,453 lbs",Null,19 city/29 hwy,"6-cyl, Gas, 3.7L",Rear Wheel Drive,Automatic,White/Black,None,2']
194,2018 Dodge Challenger T/A,"$30,998*",34K miles,5 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,15 city/23 hwy,"8-cyl, Gas, 5.7L",Rear Wheel Drive,Automatic,Black/Black,None,2']
195,2016 Jaguar F-Type R,"$47,998*",49K miles,7 year(s),No Accidents or Damage Reported,Null,,502 torque@3500rpm,550 horsepower@6500rpm,18.5 gal,"176"" L x 75.7"" W x 51.6"" H","103.2""",P255/35YR20,"43""","37""",Null,"3,814 lbs",Null,15 city/23 hwy,"8-cyl, Supercharged Gas, 5.0L",All Wheel Drive,Automatic,Gray/Black,None,2']
196,2019 Chevrolet Camaro LT,"$29,998*",14K miles,4 year(s),,Null,1 Service Record(s) Reported,284 torque@5300rpm,335 horsepower@6800rpm,19.0 gal,"188.3"" L x 74.7"" W x 53.1"" H","110.7""",245/50R18,"43.9""","38.5""",Null,"3,354 lbs",Null,20 city/30 hwy,"6-cyl, Gas, 3.6L",Rear Wheel Drive,Manual 6 Speed,Gray/Black,None,2']
197,2019 Dodge Challenger R/T,"$31,998*",33K miles,4 year(s),No Accidents or Damage Reported,Null,,410 torque@4300rpm,375 horsepower@5150rpm,18.5 gal,"197.9"" L x 75.7"" W x 57.5"" H","116.2""",P245/45YR20,"42""","39.3""",Null,"4,190 lbs",Null,15 city/23 hwy,"8-cyl, Gas, 5.7L",Null,Automatic,Black/Black,None,2']
198,2017 Ford Mustang Ecoboost,"$25,998*",12K miles,6 year(s),No Accidents or Damage Reported,Null,,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,21 city/30 hwy,"4-cyl, Turbo Gas, 2.3L",Rear Wheel Drive,Automatic,Black/Black,None,2']
199,2017 Dodge Challenger SXT,"$23,998*",73K miles,6 year(s),,Null,1 Service Record(s) Reported,268 torque@4800rpm,305 horsepower@6350rpm,18.5 gal,"197.9"" L x 75.7"" W x 57.5"" H","116.2""",P235/55HR18,"42""","39.3""",Null,"3,894 lbs",Null,19 city/30 hwy,"6-cyl, Gas, 3.6L",Rear Wheel Drive,Automatic,Black/Black,None,2']
