,Name,Price,Mileage,ages,accident_damages,Insurance,service_repairs,fuel_capacity,wheelbase,dirver_leg_room,dirver_head_room,cargo_capacity,curb_weight,towing_capacity,drive_type_text,transmission_text,torque_num,torque_rpm,dimension_L,dimension_W,dimension_H,mile_per_gallon_city,mile_per_gallon_hwy,engine_cly,engine_fuel,engine_L,color_ext,color_int,torque,type
451,2016 Honda Pilot EX-L,24998,80,7,No Accidents or Damage Reported,0,1,19.5,111.0,40.9,39.5,16.5,4288,Null,All Wheel Drive,Automatic,262,4700,194.5,78.6,69.8,18,26,6, Gas,3.5,Blue,Gray,557.4,suv
452,2017 Ford Escape S,18998,48,6,No Accidents or Damage Reported,0,0,15.7,105.9,43.1,39.9,34.3,3515,"1,500/1,500 lbs",Front Wheel Drive,Automatic,170,4500,178.1,72.4,66.3,21,29,4, Gas,2.5,Orange,Gray,377.8,suv
453,2018 Kia Sportage LX,19998,49,5,No Accidents or Damage Reported,0,2,16.4,105.1,41.5,39.3,30.7,3448,"1,650/1,650 lbs",All Wheel Drive,Automatic,175,4000,176.4,73.0,64.8,21,25,4, Gas,2.4,Red,Black,437.5,suv
454,2020 Nissan Rogue SV,23998,55,3,No Accidents or Damage Reported,0,0,14.5,106.5,43.0,41.6,39.3,3615,"1,102/1,102 lbs",All Wheel Drive,Automatic,175,4400,184.5,72.4,68.5,25,32,4, Gas,2.5,Gray,Black,397.7,suv
455,2020 Honda CR-V EX-L,31998,29,3,No Accidents or Damage Reported,0,2,14.0,104.7,41.3,38.0,39.2,3536,"1,500/1,500 lbs",All Wheel Drive,Automatic,179,2000,182.1,73.0,66.5,27,32,4, Turbo Gas,1.5,White,Tan,895.0,suv
456,2019 Nissan Armada Platinum,35998,48,4,No Accidents or Damage Reported,0,0,26.0,121.1,41.9,39.8,16.5,5716,"8,500/8,500 lbs",Rear Wheel Drive,Automatic,394,4000,208.9,79.9,75.8,14,19,8, Gas,5.6,Black,Tan,985.0,suv
457,2018 Subaru Outback 2.5I Premium,24998,54,5,No Accidents or Damage Reported,0,9,18.5,108.1,42.9,40.8,35.5,3642,"2,700/2,700 lbs",All Wheel Drive,Automatic,174,4000,189.6,72.4,66.1,25,32,4, Gas,2.5,Gray,Black,435.0,suv
458,2019 Subaru Ascent Premium,31998,32,4,No Accidents or Damage Reported,0,0,19.3,113.8,42.2,41.3,17.8,4477,"5,000/5,000 lbs",All Wheel Drive,Automatic,277,2000,196.8,76.0,71.6,21,27,4, Turbo Gas,2.4,Blue,Black,1385.0,suv
459,2017 Jeep Wrangler Willys Wheeler,26998,64,6,No Accidents or Damage Reported,0,0,18.6,95.4,41.0,41.3,12.8,3879,"2,000/2,000 lbs",Null,Automatic,260,4800,164.3,73.7,72.5,17,21,6, Gas,3.6,Black,Black,541.7,suv
460,2017 Jeep Wrangler Unlimited Sahara,26998,77,6,Multiple Damage Events,0,3,22.5,116.0,41.0,41.3,31.5,4397,"2,000/2,000 lbs",Null,Automatic,260,4800,184.9,73.7,72.6,16,21,6, Gas,3.6,Black,Black,541.7,suv
461,2020 Honda CR-V LX,26998,42,3,No Accidents or Damage Reported,0,0,14.0,104.7,41.3,40.1,39.2,3455,"1,500/1,500 lbs",All Wheel Drive,Automatic,179,2000,182.1,73.0,66.5,27,32,4, Turbo Gas,1.5,Red,Gray,895.0,suv
462,2020 Ford Explorer XLT,27998,51,3,No Accidents or Damage Reported,0,0,19.2,119.1,43.0,40.7,18.2,4345,"5,300/5,300 lbs",Rear Wheel Drive,Automatic,310,3500,198.8,78.9,69.9,21,28,4, Turbo Gas,2.3,Silver,Black,885.7,suv
463,2019 Ford Explorer XLT,26998,53,4,No Accidents or Damage Reported,0,0,18.6,112.8,42.9,41.4,21.0,4443,"2,000/2,000 lbs",Front Wheel Drive,Automatic,255,4000,198.3,78.9,70.0,17,24,6, Gas,3.5,Blue,Black,637.5,suv
464,2017 Honda Pilot EX-L,27998,45,6,No Accidents or Damage Reported,0,0,19.5,111.0,40.9,39.5,16.5,4123,Null,Front Wheel Drive,Automatic,262,4700,194.5,78.6,69.8,19,27,6, Gas,3.5,Green,Tan,557.4,suv
465,2016 Toyota 4Runner SR5 Premium,28998,85,7,No Accidents or Damage Reported,0,14,23.0,109.8,41.7,38.6,47.2,4400,"5,000/5,000 lbs",Rear Wheel Drive,Automatic,278,4400,190.2,75.8,71.5,17,22,6, Gas,4.0,Silver,Black,631.8,suv
466,2018 Buick Encore Preferred,19998,45,5,No Accidents or Damage Reported,0,0,14.0,100.6,40.82,39.58,0.0,3237,Null,Front Wheel Drive,Automatic,148,1850,168.41,69.85,65.26,25,33,4, Turbo Gas,1.4,Blue,Black,800.0,suv
467,2019 Jeep Grand Cherokee Limited,29998,29,4,No Accidents or Damage Reported,0,0,24.6,114.8,40.3,39.9,36.3,4746,"3,500/3,500 lbs",Four Wheel Drive,Automatic,260,4000,189.8,76.5,69.3,18,25,6, Gas,3.6,Silver,Black,650.0,suv
468,2014 Ford Escape SE,13998,128,9,No Accidents or Damage Reported,0,1,15.1,105.9,43.1,39.9,34.3,3502,"2,000/2,000 lbs",Front Wheel Drive,Automatic,184,2500,178.1,72.4,66.3,23,32,4, Turbo Gas,1.6,Red,Gray,736.0,suv
469,2015 Chevrolet Camaro LS,20998,55,8,No Accidents or Damage Reported,0,0,19.0,112.3,42.4,37.4,0,3719,Null,Rear Wheel Drive,Automatic,278,4800,190.6,75.5,54.2,17,28,6, Gas,3.6,Black,Black,579.2,sportscar
470,2020 BMW Z4 sDrive30i,45998,18,3,No Accidents or Damage Reported,0,0,13.7,97.2,42.2,38.9,0,3287,Null,Rear Wheel Drive,Automatic,295,1550,170.7,73.4,51.4,24,32,4, Turbo Gas,2.0,White,Brown,1903.2,sportscar
471,2013 Chevrolet Camaro SS,25998,68,10,No Accidents or Damage Reported,0,2,19.0,112.3,42.4,37.4,0,3860,Null,Rear Wheel Drive,Automatic,420,4600,190.4,75.5,54.2,16,24,8, Gas,6.2,Red,Black,913.0,sportscar
472,2014 Dodge Challenger SXT Plus,24998,24,9,No Accidents or Damage Reported,0,0,19.5,116.0,42.0,39.3,0,3834,Null,Rear Wheel Drive,Automatic,268,4800,197.7,75.7,57.1,18,27,6, Gas,3.6,Black,Brown,558.3,sportscar
473,2017 Chevrolet Corvette Stingray,45998,16,6,No Accidents or Damage Reported,0,6,18.5,106.7,43.0,37.9,0,3298,Null,Rear Wheel Drive,Manual 7 Speed,460,4600,176.9,73.9,48.8,16,25,8, Gas,6.2,Black,Red,1000.0,sportscar
474,2020 Ford Mustang Ecoboost Premium,24998,58,3,No Accidents or Damage Reported,0,0,16.0,107.1,44.5,37.6,0,3642,Null,Null,Automatic,350,3000,188.3,75.4,54.9,20,28,4, Turbo Gas,2.3,Silver,Black,1166.7,sportscar
475,2018 Dodge Challenger SXT Plus,27998,31,5,No Accidents or Damage Reported,0,0,18.5,116.2,42.0,39.3,0,3894,Null,Rear Wheel Drive,Automatic,268,4800,197.9,75.7,57.5,19,30,6, Gas,3.6,White,Black,558.3,sportscar
476,2021 Mazda MX-5 Miata RF Grand Touring,29998,6,2,No Accidents or Damage Reported,0,0,11.9,90.9,43.1,36.8,0,2452,Null,Rear Wheel Drive,Manual 6 Speed,151,4000,154.1,68.3,49.0,26,34,4, Gas,2.0,Gray,Black,377.5,sportscar
477,2020 Dodge Challenger R/T Scat Pack Widebody,52998,12,3,No Accidents or Damage Reported,0,0,18.5,116.2,42.0,39.3,0,4308,Null,Null,Automatic,475,4100,197.9,79.2,57.5,14,23,8, Gas,6.4,Blue,Black,1158.5,sportscar
478,2018 BMW M4,53998,21,5,No Accidents or Damage Reported,0,3,15.9,110.7,42.2,39.8,0,3530,Null,Null,Automatic,406,1850,184.5,73.6,54.4,17,25,6, Turbo Gas,3.0,Silver,Black,2194.6,sportscar
479,2020 Ford Mustang GT Premium,36998,35,3,No Accidents or Damage Reported,0,0,16.0,107.1,44.5,37.6,0,3825,Null,Null,Automatic,420,4600,188.3,75.4,54.9,15,24,8, Gas,5.0,Red,Red,913.0,sportscar
480,2014 Mercedes-Benz SLK350,30998,28,9,No Accidents or Damage Reported,0,0,18.5,95.7,42.5,39.1,0,3417,Null,Rear Wheel Drive,Automatic,273,3500,162.8,71.5,51.2,21,29,6, Gas,3.5,Gray,Red,780.0,sportscar
481,2019 Fiat 124 Spider Classica,23998,13,4,No Accidents or Damage Reported,0,0,11.9,90.9,43.1,37.4,0,2436,Null,Rear Wheel Drive,Manual 5 Speed,184,3200,159.6,68.5,48.5,26,35,4, Turbo Gas,1.4,White,Black,575.0,sportscar
482,2019 Acura TLX,28998,26,4,No Accidents or Damage Reported,0,0,17.2,109.3,42.6,37.2,0,3765,Null,All Wheel Drive,Automatic,267,4500,191.5,73.0,57.0,20,29,6, Gas,3.5,Gray,Black,593.3,sportscar
483,2019 Toyota 86,22998,96,4,No Accidents or Damage Reported,0,0,13.2,101.2,41.9,37.1,0,2776,Null,Rear Wheel Drive,Manual 6 Speed,156,6400,166.7,69.9,50.6,21,28,4, Gas,2.0,Black,Black,243.8,sportscar
484,2018 Genesis G80,29998,17,5,No Accidents or Damage Reported,0,0,20.3,118.5,45.7,41.1,0,4350,Null,All Wheel Drive,Automatic,293,5000,196.5,74.4,58.3,18,25,6, Gas,3.8,Silver,Black,586.0,sportscar
485,2015 Chevrolet Camaro SS,26998,75,8,No Accidents or Damage Reported,0,0,19.0,112.3,42.4,37.4,0,3908,Null,Rear Wheel Drive,Manual 6 Speed,420,4600,190.6,75.5,54.2,16,24,8, Gas,6.2,Black,Gray,913.0,sportscar
486,2018 Ford Mustang Ecoboost Premium,24998,32,5,No Accidents or Damage Reported,0,0,15.5,107.1,44.5,37.6,0,3532,Null,Rear Wheel Drive,Automatic,350,3000,188.3,75.4,54.4,21,31,4, Turbo Gas,2.3,Red,Black,1166.7,sportscar
487,2018 Dodge Challenger R/T,30998,28,5,No Accidents or Damage Reported,0,0,18.5,116.2,42.0,39.3,0,4190,Null,Rear Wheel Drive,Manual 6 Speed,410,4300,197.9,75.7,57.5,15,23,8, Gas,5.7,Silver,Black,953.5,sportscar
488,2015 Dodge Dart SXT,15998,88,8,No Accidents or Damage Reported,0,9,14.2,106.4,42.2,38.6,0,3165,Null,Front Wheel Drive,Automatic,174,4800,183.9,72.0,57.7,22,35,4, Gas,2.4,Orange,Black,362.5,sportscar
489,2014 Porsche Panamera 4,35998,54,9,No Accidents or Damage Reported,0,0,21.1,115.0,41.9,38.0,0,4012,Null,All Wheel Drive,Automatic,295,3750,197.4,76.0,55.8,18,27,6, Gas,3.6,Silver,Brown,786.7,sportscar
490,2015 Volkswagen GTI SE,20998,62,8,No Accidents or Damage Reported,0,1,13.2,103.6,41.2,38.4,0,2972,Null,Front Wheel Drive,Manual 6 Speed,258,1500,168.0,70.5,56.8,25,34,4, Turbo Gas,2.0,Gray,Black,1720.0,sportscar
491,2018 Acura TLX SH-AWD A-Spec,29998,44,5,No Accidents or Damage Reported,0,2,17.2,109.3,42.6,37.2,0,3765,Null,All Wheel Drive,Automatic,267,4500,191.5,73.0,57.0,20,29,6, Gas,3.5,Black,Tan,593.3,sportscar
492,2015 Acura TLX,18998,93,8,No Accidents or Damage Reported,0,0,17.2,109.3,42.6,37.2,0,3492,Null,Front Wheel Drive,Automatic,182,4500,190.3,73.0,57.0,24,35,4, Gas,2.4,Black,Maroon,404.4,sportscar
493,2020 Dodge Challenger R/T Scat Pack,43998,12,3,No Accidents or Damage Reported,0,0,18.5,116.2,42.0,39.3,0,4230,Null,Rear Wheel Drive,Manual 6 Speed,475,4100,197.9,75.7,57.5,14,23,8, Gas,6.4,Purple,Black,1158.5,sportscar
494,2020 Dodge Challenger SXT,26998,33,3,No Accidents or Damage Reported,0,0,18.5,116.2,42.0,39.3,0,4057,Null,All Wheel Drive,Automatic,268,4800,197.9,75.7,57.5,18,27,6, Gas,3.6,Burgundy,Black,558.3,sportscar
495,2013 BMW M3,35998,45,10,No Accidents or Damage Reported,0,8,16.6,108.7,41.8,38.0,0,4145,Null,Null,Automatic,295,3900,181.7,71.0,54.8,13,20,8, Gas,4.0,Red,Black,756.4,sportscar
496,2020 Ford Mustang Shelby GT350,65998,9,3,No Accidents or Damage Reported,0,0,16.0,107.1,44.5,37.6,0,3760,Null,Rear Wheel Drive,Manual 6 Speed,429,4750,188.9,75.9,54.2,14,21,8, Gas,5.2,Blue,Black,903.2,sportscar
497,2018 Ford Mustang Ecoboost Premium,22998,85,5,No Accidents or Damage Reported,0,0,15.5,107.1,44.5,37.6,0,3532,Null,Rear Wheel Drive,Automatic,350,3000,188.3,75.4,54.4,21,31,4, Turbo Gas,2.3,Gray,Black,1166.7,sportscar
498,2018 Genesis G80,30998,21,5,No Accidents or Damage Reported,0,0,20.3,118.5,45.7,41.1,0,4195,Null,Rear Wheel Drive,Automatic,293,5000,196.5,74.4,58.3,19,27,6, Gas,3.8,Black,Black,586.0,sportscar
499,2014 Hyundai Genesis,21998,28,9,No Accidents or Damage Reported,0,0,17.2,111.0,44.1,39.2,0,3495,Null,Rear Wheel Drive,Automatic,275,2000,182.3,73.4,54.5,17,27,4, Turbo Gas,2.0,Black,Black,1375.0,sportscar
500,2016 Acura TLX,21998,55,7,No Accidents or Damage Reported,0,0,17.2,109.3,42.6,37.2,0,3620,Null,Front Wheel Drive,Automatic,267,4500,190.3,73.0,57.0,21,34,6, Gas,3.5,Gray,Gray,593.3,sportscar
501,2015 BMW M4,35998,74,8,No Accidents or Damage Reported,0,10,15.9,110.7,42.2,40.4,0,4055,Null,Rear Wheel Drive,Automatic,406,1850,184.5,73.6,54.6,17,26,6, Turbo Gas,3.0,Silver,Gray,2194.6,sportscar
502,2014 Ford Mustang Shelby GT500,55998,25,9,No Accidents or Damage Reported,0,0,16.0,107.1,42.4,38.5,0,3845,Null,Rear Wheel Drive,Manual 6 Speed,631,4000,189.4,73.9,55.4,15,24,8, Supercharged Gas,5.8,White,Black,1577.5,sportscar
503,2015 Acura TLX,16998,123,8,No Accidents or Damage Reported,0,3,17.2,109.3,42.6,37.2,0,3620,Null,Front Wheel Drive,Automatic,267,4500,190.3,73.0,57.0,21,34,6, Gas,3.5,Gray,Black,593.3,sportscar
504,2019 Mazda MX-5 Miata RF Grand Touring,28998,9,4,No Accidents or Damage Reported,0,0,11.9,90.9,43.1,36.8,0,2493,Null,Rear Wheel Drive,Automatic,151,4000,154.1,68.3,49.0,26,35,4, Gas,2.0,Red,Black,377.5,sportscar
505,2017 Ford Mustang Ecoboost,20998,102,6,Multiple Damage Events,0,0,15.5,107.1,44.5,37.6,0,3532,Null,Null,Automatic,320,2500,188.3,75.4,54.4,21,30,4, Turbo Gas,2.3,Black,Black,1280.0,sportscar
506,2014 Chevrolet Camaro LS,21998,12,9,No Accidents or Damage Reported,0,0,19.0,112.3,42.4,37.4,0,3719,Null,Rear Wheel Drive,Automatic,278,4800,190.6,75.5,54.2,17,28,6, Gas,3.6,Burgundy,Black,579.2,sportscar
507,2013 Mazda MX-5 Miata Club,18998,66,10,No Accidents or Damage Reported,0,0,12.7,91.7,43.1,37.0,0,2542,Null,Rear Wheel Drive,Automatic,140,5000,157.3,67.7,49.4,21,28,4, Gas,2.0,Red,Black,280.0,sportscar
508,2018 Ford Mustang Ecoboost,22998,64,5,No Accidents or Damage Reported,0,7,15.5,107.1,44.5,37.6,0,3532,Null,Rear Wheel Drive,Automatic,350,3000,188.3,75.4,54.4,21,31,4, Turbo Gas,2.3,Gray,Black,1166.7,sportscar
509,2020 Ford Mustang Ecoboost Premium,26998,38,3,No Accidents or Damage Reported,0,0,16.0,107.1,44.5,37.6,0,3532,Null,Null,Automatic,350,3000,188.3,75.4,54.4,21,30,4, Turbo Gas,2.3,Silver,Black,1166.7,sportscar
510,2015 Chevrolet Camaro LT,19998,63,8,No Accidents or Damage Reported,0,0,19.0,112.3,42.4,37.8,0,4015,Null,Rear Wheel Drive,Automatic,278,4800,190.6,75.5,54.7,17,28,6, Gas,3.6,Silver,Black,579.2,sportscar
511,2020 Acura TLX,26998,26,3,No Accidents or Damage Reported,0,0,17.2,109.3,42.6,37.2,0,3505,Null,Front Wheel Drive,Automatic,182,4500,190.7,73.0,57.0,23,33,4, Gas,2.4,Black,Black,404.4,sportscar
512,2014 Chevrolet Corvette Stingray,38998,78,9,No Accidents or Damage Reported,0,0,18.5,106.7,43.0,37.9,0,3298,Null,Rear Wheel Drive,Automatic,460,4600,176.9,73.9,48.8,17,29,8, Gas,6.2,Burgundy,Brown,1000.0,sportscar
513,2016 Jaguar F-Type,34998,55,7,No Accidents or Damage Reported,0,4,18.5,103.2,43.0,37.0,0,3477,Null,Rear Wheel Drive,Automatic,332,3500,176.0,75.7,51.6,19,28,6, Supercharged Gas,3.0,Black,Black,948.6,sportscar
514,2018 Audi S4 Premium Plus,35998,22,5,No Accidents or Damage Reported,0,0,15.3,111.2,41.3,38.9,0,3858,Null,All Wheel Drive,Automatic,369,1370,186.8,72.5,55.3,21,30,6, Turbo Gas,3.0,Red,Gray,2693.4,sportscar
515,2021 Mazda MX-5 Miata Grand Touring,30998,4,2,No Accidents or Damage Reported,0,0,11.9,90.9,43.1,37.4,0,2341,Null,Rear Wheel Drive,Manual 5 Speed,151,4000,154.1,68.3,48.8,26,34,4, Gas,2.0,Gray,Black,377.5,sportscar
516,2019 Mazda MX-5 Miata Club,26998,10,4,No Accidents or Damage Reported,0,0,11.9,90.9,43.1,37.4,0,2388,Null,Rear Wheel Drive,Automatic,151,4000,154.1,68.3,48.8,26,35,4, Gas,2.0,Red,Black,377.5,sportscar
517,2018 Fiat 124 Spider Classica,21998,30,5,No Accidents or Damage Reported,0,0,11.9,90.9,43.1,37.4,0,2436,Null,Rear Wheel Drive,Manual 6 Speed,184,3200,159.6,68.5,48.5,26,35,4, Turbo Gas,1.4,Gray,Black,575.0,sportscar
518,2019 Ford Mustang Ecoboost Premium,25998,37,4,No Accidents or Damage Reported,0,0,16.0,107.1,44.5,37.6,0,3642,Null,Rear Wheel Drive,Manual 6 Speed,350,3000,188.3,75.4,54.9,20,28,4, Turbo Gas,2.3,Red,Black,1166.7,sportscar
519,2015 Chevrolet Corvette Stingray,43998,21,8,No Accidents or Damage Reported,0,1,18.5,106.7,43.0,37.9,0,3298,Null,Rear Wheel Drive,Automatic,460,4600,176.9,73.9,48.8,17,29,8, Gas,6.2,Silver,Black,1000.0,sportscar
520,2018 Dodge Challenger T/A 392,42998,17,5,No Accidents or Damage Reported,0,4,18.5,116.2,42.0,39.3,0,4232,Null,Rear Wheel Drive,Automatic,475,4100,197.9,75.7,57.5,14,23,8, Gas,6.4,Black,Black,1158.5,sportscar
521,2019 Audi S5 Premium Plus,35998,47,4,No Accidents or Damage Reported,0,0,15.3,108.8,41.3,39.0,0,3847,Null,All Wheel Drive,Automatic,369,1370,184.7,72.7,53.9,21,30,6, Turbo Gas,3.0,Black,Black,2693.4,sportscar
522,2019 Volkswagen Jetta GLI Autobahn,26998,35,4,No Accidents or Damage Reported,0,0,13.2,105.6,41.1,38.5,0,3274,Null,Front Wheel Drive,Automatic,258,1700,185.2,70.8,56.8,25,32,4, Turbo Gas,2.0,Gray,Black,1517.6,sportscar
523,2014 Scion FR-S,19998,78,9,No Accidents or Damage Reported,0,1,13.2,101.2,41.9,37.1,0,2758,Null,Rear Wheel Drive,Manual 6 Speed,151,6400,166.7,69.9,50.6,22,30,4, Gas,2.0,Red,Black,235.9,sportscar
524,2016 BMW M4,43998,46,7,No Accidents or Damage Reported,0,4,15.9,110.7,42.2,39.8,0,3530,Null,Rear Wheel Drive,Automatic,406,1850,184.5,73.6,54.4,17,26,6, Turbo Gas,3.0,Gray,Gray,2194.6,sportscar
525,2020 Dodge Challenger R/T Scat Pack Widebody,49998,7,3,No Accidents or Damage Reported,0,0,18.5,116.2,42.0,39.3,0,4308,Null,Null,Automatic,475,4100,197.9,79.2,57.5,14,23,8, Gas,6.4,Red,Black,1158.5,sportscar
526,2018 BMW M550 I xDrive,41998,42,5,No Accidents or Damage Reported,0,6,18.0,117.1,41.4,38.8,0,4372,Null,All Wheel Drive,Automatic,480,1800,195.4,73.5,57.8,16,25,8, Turbo Gas,4.4,Gray,Black,2666.7,sportscar
527,2020 Jaguar F-Type Checkered Flag,44998,24,3,No Accidents or Damage Reported,0,3,16.6,103.2,42.8,36.8,0,3360,Null,Rear Wheel Drive,Automatic,295,1500,176.5,75.7,51.6,23,30,4, Turbo Gas,2.0,Gray,Black,1966.7,sportscar
528,2018 Fiat 124 Spider Lusso,21998,29,5,No Accidents or Damage Reported,0,3,11.9,90.9,43.1,37.4,0,2436,Null,Null,Automatic,184,3200,159.6,68.5,48.5,26,35,4, Turbo Gas,1.4,Red,Black,575.0,sportscar
529,2014 Chevrolet Camaro LT,20998,70,9,No Accidents or Damage Reported,0,4,19.0,112.3,42.4,37.4,0,3738,Null,Null,Automatic,278,4800,190.6,75.5,54.2,17,28,6, Gas,3.6,White,Black,579.2,sportscar
530,2014 Chevrolet Camaro LT,22998,46,9,No Accidents or Damage Reported,0,0,19.0,112.3,42.4,37.4,0,3738,Null,Null,Automatic,278,4800,190.6,75.5,54.2,17,28,6, Gas,3.6,Red,Black,579.2,sportscar
531,2020 Ford Mustang Shelby GT350,59998,28,3,No Accidents or Damage Reported,0,0,16.0,107.1,44.5,37.6,0,3760,Null,Rear Wheel Drive,Manual 6 Speed,429,4750,188.9,75.9,54.2,14,21,8, Gas,5.2,Gray,Gray,903.2,sportscar
532,2013 Chevrolet Camaro ZL1,47998,7,10,No Accidents or Damage Reported,0,4,19.0,112.3,42.4,37.4,0,4120,Null,Rear Wheel Drive,Automatic,556,4200,190.4,75.5,54.2,14,19,8, Supercharged Gas,6.2,Black,Black,1323.8,sportscar
533,2016 Mazda MX-5 Miata Grand Touring,19998,82,7,No Accidents or Damage Reported,0,0,11.9,90.9,43.1,37.4,0,2332,Null,Rear Wheel Drive,Manual 6 Speed,148,4600,154.1,68.3,48.8,27,34,4, Gas,2.0,Red,Black,321.7,sportscar
534,2017 Mercedes-Benz SL450,50998,27,6,No Accidents or Damage Reported,0,0,19.8,101.7,42.9,39.1,0,3826,Null,Rear Wheel Drive,Automatic,369,2000,182.3,73.9,51.2,20,28,6, Turbo Gas,3.0,Blue,Black,1845.0,sportscar
535,2021 Mazda MX-5 Miata RF Club,29998,15,2,No Accidents or Damage Reported,0,0,11.9,90.9,43.1,36.8,0,2496,Null,Rear Wheel Drive,Automatic,151,4000,154.1,68.3,49.0,26,35,4, Gas,2.0,Gray,Black,377.5,sportscar
536,2013 Chevrolet Camaro ZL1,42998,18,10,No Accidents or Damage Reported,0,2,19.0,112.3,42.4,37.4,0,4120,Null,Rear Wheel Drive,Manual 6 Speed,556,4200,190.4,75.5,54.2,14,19,8, Supercharged Gas,6.2,Black,Black,1323.8,sportscar
537,2020 Dodge Challenger SXT,25998,47,3,No Accidents or Damage Reported,0,0,18.5,116.2,42.0,39.3,0,3858,Null,Rear Wheel Drive,Automatic,268,4800,197.9,75.7,57.5,19,30,6, Gas,3.6,Red,Black,558.3,sportscar
538,2018 Chevrolet Corvette Stingray,48998,48,5,No Accidents or Damage Reported,0,0,18.5,106.7,43.0,37.9,0,3298,Null,Rear Wheel Drive,Automatic,460,4600,176.9,73.9,48.8,16,25,8, Gas,6.2,Blue,Black,1000.0,sportscar
539,2016 Jaguar F-Type S,37998,39,7,No Accidents or Damage Reported,0,2,18.5,103.2,43.0,37.0,0,3735,Null,All Wheel Drive,Automatic,339,3500,176.0,75.7,51.5,18,26,6, Supercharged Gas,3.0,Gray,Black,968.6,sportscar
540,2015 Mercedes-Benz SLK250,27998,43,8,No Accidents or Damage Reported,0,1,18.5,95.7,42.5,39.1,0,3241,Null,Rear Wheel Drive,Automatic,229,2000,162.8,71.5,51.2,22,32,4, Turbo Gas,1.8,Black,Burgundy,1145.0,sportscar
541,2016 Scion FR-S,24998,22,7,No Accidents or Damage Reported,0,2,13.2,101.2,41.9,37.1,0,2758,Null,Rear Wheel Drive,Manual 6 Speed,151,6400,166.7,69.9,50.6,22,30,4, Gas,2.0,White,Black,235.9,sportscar
542,2018 Chevrolet Camaro SS,37998,21,5,No Accidents or Damage Reported,0,0,19.0,110.7,43.9,38.5,0,3685,Null,Rear Wheel Drive,Automatic,455,4400,188.3,74.7,53.1,16,25,8, Gas,6.2,Black,Black,1034.1,sportscar
543,2018 Genesis G80,30998,28,5,No Accidents or Damage Reported,0,0,20.3,118.5,45.7,41.1,0,4195,Null,Rear Wheel Drive,Automatic,293,5000,196.5,74.4,58.3,19,27,6, Gas,3.8,Gray,Black,586.0,sportscar
544,2018 Dodge Challenger GT,26998,55,5,No Accidents or Damage Reported,0,1,18.5,116.2,42.0,39.3,0,4108,Null,All Wheel Drive,Automatic,268,4800,197.9,75.7,57.5,18,27,6, Gas,3.6,Gray,Black,558.3,sportscar
545,2020 Dodge Challenger SXT,26998,43,3,No Accidents or Damage Reported,0,0,18.5,116.2,42.0,39.3,0,3858,Null,Rear Wheel Drive,Automatic,268,4800,197.9,75.7,57.5,19,30,6, Gas,3.6,Gray,Black,558.3,sportscar
546,2019 Mazda MX-5 Miata RF Grand Touring,26998,42,4,No Accidents or Damage Reported,0,0,11.9,90.9,43.1,36.8,0,2493,Null,Rear Wheel Drive,Automatic,151,4000,154.1,68.3,49.0,26,35,4, Gas,2.0,Black,Black,377.5,sportscar
547,2015 Dodge Dart SXT,15998,89,8,No Accidents or Damage Reported,0,1,14.2,106.4,42.2,38.6,0,3165,Null,Front Wheel Drive,Automatic,174,4800,183.9,72.0,57.7,22,35,4, Gas,2.4,White,Black,362.5,sportscar
548,2018 Dodge Challenger R/T,29998,40,5,No Accidents or Damage Reported,0,0,18.5,116.2,42.0,39.3,0,4190,Null,Rear Wheel Drive,Manual 6 Speed,410,4300,197.9,75.7,57.5,15,23,8, Gas,5.7,White,Black,953.5,sportscar
549,2020 Dodge Challenger SXT,26998,44,3,No Accidents or Damage Reported,0,0,18.5,116.2,42.0,39.3,0,3858,Null,Rear Wheel Drive,Automatic,268,4800,197.9,75.7,57.5,19,30,6, Gas,3.6,White,Black,558.3,sportscar
550,2014 Dodge Dart SXT,14599,87,9,No Accidents or Damage Reported,0,4,14.2,106.4,42.2,38.6,0,3186,Null,Front Wheel Drive,Automatic,171,4800,183.9,72.0,57.7,22,35,4, Gas,2.4,Silver,Black,356.2,sportscar
551,2017 Dodge Challenger R/T Scat Pack,32998,56,6,No Accidents or Damage Reported,0,3,18.5,116.2,42.0,39.3,0,4232,Null,Rear Wheel Drive,Manual 6 Speed,475,4100,197.9,75.7,57.5,14,23,8, Gas,6.4,White,Black,1158.5,sportscar
552,2019 Dodge Challenger SXT,27998,27,4,No Accidents or Damage Reported,0,2,18.5,116.2,42.0,39.3,0,3894,Null,Rear Wheel Drive,Automatic,268,4800,197.9,75.7,57.5,19,30,6, Gas,3.6,Silver,Black,558.3,sportscar
553,2017 Jaguar XF Prestige,25998,41,6,No Accidents or Damage Reported,0,0,19.5,116.5,41.5,37.1,0,3880,Null,All Wheel Drive,Automatic,332,3500,195.2,78.2,57.4,20,28,6, Supercharged Gas,3.0,White,Tan,948.6,sportscar
554,2019 Dodge Challenger SXT,24998,58,4,No Accidents or Damage Reported,0,0,18.5,116.2,42.0,39.3,0,3894,Null,Rear Wheel Drive,Automatic,268,4800,197.9,75.7,57.5,19,30,6, Gas,3.6,White,Black,558.3,sportscar
555,2018 Acura TLX SH-AWD A-Spec,29998,58,5,No Accidents or Damage Reported,0,0,17.2,109.3,42.6,37.2,0,3765,Null,All Wheel Drive,Automatic,267,4500,191.5,73.0,57.0,20,29,6, Gas,3.5,Black,Red,593.3,sportscar
