Name,Price,Mile,Ages,Accident_damages,Insurance,Service_repairs,fuel_capacity,wheelbase,dirver_leg_room,dirver_head_room,curb_weight,transmission,dimension_L,dimension_W,dimension_H,mile_per_gallon_city,mile_per_gallon_hwy,engine_cly,engine_fuel,engine_L,color_ext,color_int,torque,type
2014 Ford Escape Titanium,16998,79,9,No Accidents or Damage Reported,0,2,15.1,105.9,43.1,39.9,3502,Automatic,178.1,72.4,66.3,23,32,4, Turbo Gas,1.6,Pearl,Tan,736.0,crossover
2016 Volvo XC90 T6 Momentum,24998,89,7,No Accidents or Damage Reported,0,3,18.8,117.5,40.9,38.9,4394,Automatic,194.8,79.1,69.9,20,25,4, Turbo Supercharged,2.0,Black,Black,1340.9,crossover
2013 Ford Edge Limited,18998,75,10,No Accidents or Damage Reported,0,0,19.2,111.2,40.7,40.0,4234,Automatic,184.2,76.0,67.0,18,25,6, Gas,3.5,Red,Black,632.5,crossover
2017 Ford Escape Titanium,19998,66,6,No Accidents or Damage Reported,0,0,15.7,105.9,43.1,39.9,3502,Automatic,178.1,72.4,66.3,23,30,4, Turbo Gas,1.5,Black,Black,708.0,crossover
2018 Toyota RAV4 XLE,23998,60,5,No Accidents or Damage Reported,0,0,15.9,104.7,42.6,38.9,3485,Automatic,181.1,72.6,65.9,23,30,4, Gas,2.5,White,Black,419.5,crossover
2019 Honda CR-V EX-L,29998,25,4,No Accidents or Damage Reported,0,0,14.0,104.7,41.3,38.0,3492,Automatic,180.6,73.0,66.5,27,33,4, Turbo Gas,1.5,Red,Gray,895.0,crossover
2020 Honda CR-V EX,28998,38,3,No Accidents or Damage Reported,0,0,14.0,104.7,41.3,38.0,3521,Automatic,182.1,73.0,66.5,27,32,4, Turbo Gas,1.5,White,Gray,895.0,crossover
2020 Toyota Highlander XLE,34998,42,3,No Accidents or Damage Reported,0,0,17.9,112.2,40.4,38.4,4195,Automatic,194.9,76.0,68.1,21,29,6, Gas,3.5,Gray,Black,559.6,crossover
2020 Mazda CX-9 Touring,30998,32,3,No Accidents or Damage Reported,0,6,19.0,115.3,41.0,39.3,4225,Automatic,199.4,77.5,67.6,22,28,4, Turbo Gas,2.5,Gray,Black,1550.0,crossover
2019 Nissan Rogue SV,23998,27,4,No Accidents or Damage Reported,0,0,14.5,106.5,43.0,41.6,3488,Automatic,184.5,72.4,68.0,26,33,4, Gas,2.5,Red,Black,397.7,crossover
2020 Nissan Rogue SL,27998,23,3,No Accidents or Damage Reported,0,0,14.5,106.5,43.0,41.6,3551,Automatic,184.5,72.4,68.0,26,33,4, Gas,2.5,Gray,Black,397.7,crossover
2017 Kia Sorento LX,18998,53,6,No Accidents or Damage Reported,0,9,18.8,109.4,44.1,39.5,3840,Automatic,187.4,74.4,66.3,21,25,4, Gas,2.4,White,Black,445.0,crossover
2021 Nissan Kicks S,20998,39,2,No Accidents or Damage Reported,0,0,10.8,103.1,43.7,40.4,2691,Automatic,169.1,69.3,62.4,31,36,4, Gas,1.6,White,Black,285.0,crossover
2018 Hyundai Santa Fe Sport,17998,87,5,No Accidents or Damage Reported,0,0,17.4,106.3,41.3,39.6,3794,Automatic,185.0,74.0,66.1,20,26,4, Gas,2.4,Silver,Gray,445.0,crossover
2020 BMW X5 xDrive40i,49998,41,3,No Accidents or Damage Reported,0,1,21.9,117.1,39.8,40.8,4991,Automatic,194.3,78.9,68.7,20,26,6, Turbo Gas,3.0,White,Brown,2200.0,crossover
2016 Jeep Patriot High Altitude,18998,52,7,No Accidents or Damage Reported,0,4,13.5,103.7,40.6,41.0,3331,Automatic,173.8,69.2,66.8,20,26,4, Gas,2.4,White,Black,375.0,crossover
2017 BMW X5 M,49998,57,6,No Accidents or Damage Reported,0,6,22.4,115.5,40.4,40.5,5260,Automatic,192.1,75.0,69.1,14,19,8, Turbo Gas,4.4,Black,Black,2513.6,crossover
2014 Kia Sorento SX,18998,86,9,No Accidents or Damage Reported,0,30,17.4,106.3,41.3,39.2,3894,Automatic,184.6,74.2,66.9,18,24,6, Gas,3.3,Black,Black,484.6,crossover
2019 BMW X3 XDrive30i,31998,41,4,No Accidents or Damage Reported,0,1,17.2,112.8,40.3,41.1,4156,Automatic,185.9,74.4,66.0,22,29,4, Turbo Gas,2.0,White,Black,1779.3,crossover
2020 BMW X3 XDrive30i,30998,45,3,No Accidents or Damage Reported,0,0,17.2,112.8,40.3,41.1,4156,Automatic,185.9,74.4,66.0,24,29,4, Turbo Gas,2.0,Black,Black,1779.3,crossover
2017 Ford Edge SEL,19998,69,6,No Accidents or Damage Reported,0,0,18.0,112.2,42.6,40.2,3927,Automatic,188.1,75.9,68.6,20,29,4, Turbo Gas,2.0,Black,Tan,916.7,crossover
2014 Hyundai Santa Fe Sport 2.0T,19998,63,9,No Accidents or Damage Reported,0,0,17.4,106.3,41.3,39.6,3706,Automatic,184.6,74.0,66.1,18,24,4, Turbo Gas,2.0,White,Black,1537.1,crossover
2020 Hyundai Kona Limited,24998,24,3,No Accidents or Damage Reported,0,0,13.2,102.4,41.5,38.0,3256,Automatic,164.0,70.9,61.6,26,29,4, Turbo Gas,1.6,White,Black,1300.0,crossover
2019 Audi Q7 Prestige,38998,49,4,No Accidents or Damage Reported,0,0,22.5,117.9,41.7,39.9,4729,Automatic,199.6,77.5,68.5,19,25,6, Supercharged Gas,3.0,Gray,Black,1120.7,crossover
2020 Chevrolet Trax LS,17998,60,3,No Accidents or Damage Reported,0,0,14.0,100.6,40.8,39.6,3124,Automatic,167.2,69.9,64.9,26,31,4, Turbo Gas,1.4,Black,Black,800.0,crossover
2018 Nissan Rogue SL,17998,112,5,No Accidents or Damage Reported,0,0,14.5,106.5,43.0,41.6,3541,Automatic,184.5,72.4,68.0,26,33,4, Gas,2.5,Black,Black,397.7,crossover
2019 Buick Enclave Premium,35998,21,4,No Accidents or Damage Reported,0,0,22.0,120.9,41.2,42.6,4614,Automatic,204.3,78.8,69.9,17,25,6, Gas,3.6,Black,Gray,950.0,crossover
2018 Mazda CX-9 Touring,26998,46,5,No Accidents or Damage Reported,0,1,19.5,115.3,41.0,39.3,4361,Automatic,199.4,77.5,67.6,20,26,4, Turbo Gas,2.5,Silver,Black,1550.0,crossover
2017 GMC Acadia SLT,22998,73,6,No Accidents or Damage Reported,0,0,19.0,112.5,41.0,40.3,3956,Automatic,193.6,75.4,66.0,18,25,6, Gas,3.6,Gray,Black,542.0,crossover
2016 Toyota RAV4 LE,19998,94,7,No Accidents or Damage Reported,0,0,15.9,104.7,42.6,39.8,3455,Automatic,181.1,72.6,65.5,23,30,4, Gas,2.5,White,Black,419.5,crossover
2019 Hyundai Kona SE,18998,59,4,No Accidents or Damage Reported,0,1,13.2,102.4,41.5,39.6,2890,Automatic,164.0,70.9,61.0,27,33,4, Gas,2.0,Blue,Black,293.3,crossover
2016 Honda Pilot EX-L,23998,97,7,No Accidents or Damage Reported,0,3,19.5,111.0,40.9,39.5,4288,Automatic,194.5,78.6,69.8,18,26,6, Gas,3.5,White,Tan,557.4,crossover
2019 Ford Edge ST,29998,46,4,No Accidents or Damage Reported,0,4,18.5,112.2,42.6,40.2,4477,Automatic,188.8,75.9,68.3,19,26,6, Turbo Gas,2.7,White,Black,1169.2,crossover
2020 BMW X5 xDrive40i,37998,47,3,No Accidents or Damage Reported,0,0,21.9,117.1,39.8,40.8,4991,Automatic,194.3,78.9,68.7,20,26,6, Turbo Gas,3.0,Blue,Black,2200.0,crossover
2018 Toyota Highlander XLE,32998,45,5,No Accidents or Damage Reported,0,0,19.2,109.8,44.2,39.5,4590,Automatic,192.5,75.8,68.1,20,26,6, Gas,3.5,Gray,Gray,559.6,crossover
2019 Subaru Crosstrek Premium,23998,55,4,No Accidents or Damage Reported,0,0,16.6,104.9,43.1,39.8,3186,Automatic,175.8,71.0,63.6,27,33,4, Gas,2.0,Silver,Black,362.5,crossover
2014 Buick Encore Premium,18998,58,9,No Accidents or Damage Reported,0,4,14.0,100.6,40.8,39.6,3309,Automatic,168.4,69.9,65.2,23,30,4, Turbo Gas,1.4,Pearl,Gray,800.0,crossover
2019 Nissan Rogue Sport S,21998,50,4,No Accidents or Damage Reported,0,0,14.5,104.2,42.8,39.6,3377,Automatic,172.4,72.3,63.3,24,30,4, Gas,2.0,Silver,Black,334.1,crossover
2018 Honda CR-V EX,22998,94,5,No Accidents or Damage Reported,0,1,14.0,104.7,41.3,38.0,3473,Automatic,180.6,73.0,66.5,27,33,4, Turbo Gas,1.5,Silver,Black,895.0,crossover
2019 Toyota C-HR XLE,25998,22,4,No Accidents or Damage Reported,0,0,13.2,103.9,43.5,38.1,3300,Automatic,171.2,70.7,61.6,27,31,4, Gas,2.0,Red,Black,356.4,crossover
2020 Toyota Highlander XLE,37998,31,3,No Accidents or Damage Reported,0,0,17.9,112.2,40.4,38.4,4370,Automatic,194.9,76.0,68.1,20,27,6, Gas,3.5,Blue,Gray,559.6,crossover
2016 Toyota RAV4 SE,20998,104,7,No Accidents or Damage Reported,0,0,15.9,104.7,42.6,38.9,3630,Automatic,181.1,72.6,65.5,22,29,4, Gas,2.5,Black,Black,419.5,crossover
2016 GMC Terrain Denali,19998,95,7,No Accidents or Damage Reported,0,0,18.8,112.5,41.2,39.8,4068,Automatic,185.5,72.8,66.3,20,29,4, Gas,2.4,Red,Gray,351.0,crossover
2015 Chevrolet Camaro LS,20998,55,8,No Accidents or Damage Reported,0,0,19.0,112.3,42.4,37.4,3719,Automatic,190.6,75.5,54.2,17,28,6, Gas,3.6,Black,Black,579.2,coupes
2021 Chevrolet Corvette Stingray 2LT,75998,17,2,No Accidents or Damage Reported,0,0,18.5,107.2,42.8,37.9,3366,Automatic,182.3,76.1,48.6,15,27,8, Gas,6.2,Gray,Black,902.9,coupes
2018 Dodge Challenger SXT Plus,27998,31,5,No Accidents or Damage Reported,0,0,18.5,116.2,42.0,39.3,3894,Automatic,197.9,75.7,57.5,19,30,6, Gas,3.6,White,Black,558.3,coupes
2014 Dodge Challenger SXT Plus,24998,24,9,No Accidents or Damage Reported,0,0,19.5,116.0,42.0,39.3,3834,Automatic,197.7,75.7,57.1,18,27,6, Gas,3.6,Black,Brown,558.3,coupes
2020 Subaru BRZ Limited,28998,28,3,No Accidents or Damage Reported,0,0,13.2,101.2,41.9,37.1,2798,Manual 6 Speed,166.7,69.9,52.0,21,29,4, Gas,2.0,Gray,Black,243.8,coupes
2013 Chevrolet Camaro SS,25998,68,10,No Accidents or Damage Reported,0,2,19.0,112.3,42.4,37.4,3860,Automatic,190.4,75.5,54.2,16,24,8, Gas,6.2,Red,Black,913.0,coupes
2015 Volkswagen Beetle,20998,62,8,No Accidents or Damage Reported,0,0,14.5,100.0,41.3,39.3,3225,Automatic,168.4,71.2,58.0,24,32,4, Turbo Gas,1.8,Black,Tan,1226.7,coupes
2017 Chevrolet Corvette Stingray,46998,16,6,No Accidents or Damage Reported,0,6,18.5,106.7,43.0,37.9,3298,Manual 7 Speed,176.9,73.9,48.8,16,25,8, Gas,6.2,Black,Red,1000.0,coupes
2020 Ford Mustang Ecoboost Premium,24998,58,3,No Accidents or Damage Reported,0,0,16.0,107.1,44.5,37.6,3642,Automatic,188.3,75.4,54.9,20,28,4, Turbo Gas,2.3,Silver,Black,1166.7,coupes
2018 BMW M4,53998,21,5,No Accidents or Damage Reported,0,3,15.9,110.7,42.2,39.8,3530,Automatic,184.5,73.6,54.4,17,25,6, Turbo Gas,3.0,Silver,Black,2194.6,coupes
2021 Dodge Challenger R/T Scat Pack,43998,32,2,No Accidents or Damage Reported,0,0,18.5,116.2,42.0,39.3,4230,Automatic,197.9,75.7,57.7,14,23,8, Gas,6.4,Green,Black,1158.5,coupes
2020 Dodge Challenger R/T Scat Pack Widebody,52998,12,3,No Accidents or Damage Reported,0,0,18.5,116.2,42.0,39.3,4308,Automatic,197.9,79.2,57.5,14,23,8, Gas,6.4,Blue,Black,1158.5,coupes
2012 Infiniti G37,23998,29,11,No Accidents or Damage Reported,0,2,20.0,112.2,43.9,39.4,4083,Automatic,183.3,72.9,55.1,17,25,6, Gas,3.7,Gray,Gray,513.5,coupes
2020 Ford Mustang GT Premium,36998,35,3,No Accidents or Damage Reported,0,0,16.0,107.1,44.5,37.6,3825,Automatic,188.3,75.4,54.9,15,24,8, Gas,5.0,Red,Red,913.0,coupes
2020 Toyota 86 Hakone Edition,32998,6,3,No Accidents or Damage Reported,0,0,13.2,101.2,41.9,37.1,2817,Automatic,166.7,69.9,50.6,24,32,4, Gas,2.0,Green,Black,235.9,coupes
2019 Toyota 86,22998,96,4,No Accidents or Damage Reported,0,0,13.2,101.2,41.9,37.1,2776,Manual 6 Speed,166.7,69.9,50.6,21,28,4, Gas,2.0,Black,Black,243.8,coupes
2019 Volkswagen Beetle Final Edition SEL,34998,27,4,No Accidents or Damage Reported,0,5,14.5,100.1,41.3,39.3,3239,Automatic,168.8,71.9,58.0,26,33,4, Turbo Gas,2.0,White,Black,1226.7,coupes
2019 Chevrolet Camaro 2SS,34998,57,4,No Accidents or Damage Reported,0,0,19.0,110.7,43.9,38.4,3956,Automatic,188.3,74.7,52.9,16,24,8, Gas,6.2,White,Black,1034.1,coupes
2023 Subaru BRZ Limited,31998,2,0,No Accidents or Damage Reported,0,0,13.2,101.4,41.5,37.0,2835,Manual 6 Speed,167.9,69.9,51.6,20,27,4, Gas,2.4,Red,Black,497.3,coupes
2017 Ford Mustang Ecoboost Premium,22998,64,6,No Accidents or Damage Reported,0,0,15.5,107.1,44.5,37.6,3532,Manual 6 Speed,188.3,75.4,54.4,21,30,4, Turbo Gas,2.3,Black,Black,1280.0,coupes
2021 Dodge Challenger R/T Scat Pack,41998,15,2,No Accidents or Damage Reported,0,0,18.5,116.2,42.0,39.3,4230,Automatic,197.9,75.7,57.7,14,23,8, Gas,6.4,Gray,Black,1158.5,coupes
2018 Ford Mustang Ecoboost Premium,24998,32,5,No Accidents or Damage Reported,0,0,15.5,107.1,44.5,37.6,3532,Automatic,188.3,75.4,54.4,21,31,4, Turbo Gas,2.3,Red,Black,1166.7,coupes
2014 Ford Mustang,18998,60,9,No Accidents or Damage Reported,0,4,16.0,107.1,42.4,38.8,3630,Automatic,188.5,73.9,55.8,19,29,6, Gas,3.7,Gray,Black,658.8,coupes
2018 Dodge Challenger R/T,30998,28,5,No Accidents or Damage Reported,0,0,18.5,116.2,42.0,39.3,4190,Manual 6 Speed,197.9,75.7,57.5,15,23,8, Gas,5.7,Silver,Black,953.5,coupes
2018 Honda Civic SI,28998,9,5,No Accidents or Damage Reported,0,0,12.4,106.3,42.3,36.5,2889,Manual 6 Speed,177.3,70.9,54.7,28,38,4, Turbo Gas,1.5,Green,Black,914.3,coupes
2017 Honda Civic LX-P,20998,51,6,No Accidents or Damage Reported,0,2,12.4,106.3,42.3,36.5,2775,Automatic,176.9,70.8,54.9,30,39,4, Gas,2.0,Black,Tan,328.6,coupes
2017 Volkswagen Beetle Classic,27998,16,6,No Accidents or Damage Reported,0,0,14.5,100.0,41.3,39.3,3225,Automatic,168.4,71.2,58.0,24,33,4, Turbo Gas,1.8,Gray,Brown,1226.7,coupes
2021 Dodge Challenger SXT,28998,21,2,No Accidents or Damage Reported,0,4,18.5,116.2,42.0,39.3,4057,Automatic,197.9,75.7,58.4,18,27,6, Gas,3.6,Black,Black,558.3,coupes
2020 Dodge Challenger R/T Scat Pack,43998,12,3,No Accidents or Damage Reported,0,0,18.5,116.2,42.0,39.3,4230,Manual 6 Speed,197.9,75.7,57.5,14,23,8, Gas,6.4,Purple,Black,1158.5,coupes
2013 BMW M3,35998,45,10,No Accidents or Damage Reported,0,8,16.6,108.7,41.8,38.0,4145,Automatic,181.7,71.0,54.8,13,20,8, Gas,4.0,Red,Black,756.4,coupes
2020 Ford Mustang Shelby GT350,66998,9,3,No Accidents or Damage Reported,0,0,16.0,107.1,44.5,37.6,3760,Manual 6 Speed,188.9,75.9,54.2,14,21,8, Gas,5.2,Blue,Black,903.2,coupes
2018 Ford Mustang Ecoboost Premium,22998,85,5,No Accidents or Damage Reported,0,0,15.5,107.1,44.5,37.6,3532,Automatic,188.3,75.4,54.4,21,31,4, Turbo Gas,2.3,Gray,Black,1166.7,coupes
2020 Dodge Challenger SXT,27998,33,3,No Accidents or Damage Reported,0,0,18.5,116.2,42.0,39.3,4057,Automatic,197.9,75.7,57.5,18,27,6, Gas,3.6,Burgundy,Black,558.3,coupes
2019 Ford Mustang Ecoboost Premium,27998,28,4,No Accidents or Damage Reported,0,2,16.0,107.1,44.5,37.6,3532,Automatic,188.3,75.4,54.4,21,31,4, Turbo Gas,2.3,White,Black,1166.7,coupes
2018 BMW M240 XI,34998,26,5,No Accidents or Damage Reported,0,2,13.7,105.9,41.5,40.5,3944,Automatic,175.9,69.8,55.2,21,30,6, Turbo Gas,3.0,White,Tan,2427.6,coupes
2015 BMW M4,35998,74,8,No Accidents or Damage Reported,0,10,15.9,110.7,42.2,40.4,4055,Automatic,184.5,73.6,54.6,17,26,6, Turbo Gas,3.0,Silver,Gray,2194.6,coupes
2015 BMW M4,44998,32,8,No Accidents or Damage Reported,0,5,15.9,110.7,42.2,39.8,3530,Automatic,184.5,73.6,54.4,17,26,6, Turbo Gas,3.0,Gray,Tan,2194.6,coupes
2014 Ford Mustang Shelby GT500,55998,25,9,No Accidents or Damage Reported,0,0,16.0,107.1,42.4,38.5,3845,Manual 6 Speed,189.4,73.9,55.4,15,24,8, Supercharged Gas,5.8,White,Black,1577.5,coupes
2014 Hyundai Genesis,21998,28,9,No Accidents or Damage Reported,0,0,17.2,111.0,44.1,39.2,3495,Automatic,182.3,73.4,54.5,17,27,4, Turbo Gas,2.0,Black,Black,1375.0,coupes
2021 Dodge Challenger SXT,24998,59,2,No Accidents or Damage Reported,0,0,18.5,116.2,42.0,39.3,3858,Automatic,197.9,75.7,57.7,19,30,6, Gas,3.6,Red,Black,558.3,coupes
2021 Dodge Challenger R/T,33998,19,2,No Accidents or Damage Reported,0,0,18.5,116.2,42.0,39.3,4182,Automatic,197.9,75.7,57.7,15,23,8, Gas,5.7,White,Black,953.5,coupes
2018 Ford Mustang Ecoboost,22998,64,5,No Accidents or Damage Reported,0,7,15.5,107.1,44.5,37.6,3532,Automatic,188.3,75.4,54.4,21,31,4, Turbo Gas,2.3,Gray,Black,1166.7,coupes
2014 Chevrolet Corvette Stingray,38998,78,9,No Accidents or Damage Reported,0,0,18.5,106.7,43.0,37.9,3298,Automatic,176.9,73.9,48.8,17,29,8, Gas,6.2,Burgundy,Brown,1000.0,coupes
2020 Ford Mustang Ecoboost Premium,26998,38,3,No Accidents or Damage Reported,0,0,16.0,107.1,44.5,37.6,3532,Automatic,188.3,75.4,54.4,21,30,4, Turbo Gas,2.3,Silver,Black,1166.7,coupes
2015 Chevrolet Camaro LT,19998,63,8,No Accidents or Damage Reported,0,0,19.0,112.3,42.4,37.8,4015,Automatic,190.6,75.5,54.7,17,28,6, Gas,3.6,Silver,Black,579.2,coupes
2016 Jaguar F-Type,34998,55,7,No Accidents or Damage Reported,0,4,18.5,103.2,43.0,37.0,3477,Automatic,176.0,75.7,51.6,19,28,6, Supercharged Gas,3.0,Black,Black,948.6,coupes
2012 Honda Accord EX-L,17998,86,11,No Accidents or Damage Reported,0,1,18.5,107.9,42.2,37.4,3543,Automatic,190.9,72.8,56.4,19,29,6, Gas,3.5,Black,Black,508.0,coupes
2019 Volkswagen Beetle Final Edition SEL,35998,18,4,No Accidents or Damage Reported,0,0,14.5,100.1,41.3,39.3,3239,Automatic,168.8,71.9,58.0,26,33,4, Turbo Gas,2.0,Black,Black,1226.7,coupes
2017 Mercedes-Benz C300,29998,25,6,No Accidents or Damage Reported,0,0,17.4,111.8,42.0,38.8,3770,Automatic,184.5,71.3,55.3,23,29,4, Turbo Gas,2.0,Red,Black,2100.0,coupes
2019 Mercedes-Benz C300,32998,51,4,No Accidents or Damage Reported,0,0,17.4,111.8,42.0,38.8,3682,Automatic,184.5,71.3,55.3,22,31,4, Turbo Gas,2.0,White,Cream,1516.7,coupes
2017 Infiniti Q60 Premium,27998,66,6,No Accidents or Damage Reported,0,3,20.0,112.2,43.1,37.4,3774,Automatic,184.4,72.8,54.9,19,28,6, Turbo Gas,3.0,Black,Black,1843.8,coupes
2019 Ford Mustang Ecoboost Premium,25998,37,4,No Accidents or Damage Reported,0,0,16.0,107.1,44.5,37.6,3642,Manual 6 Speed,188.3,75.4,54.9,20,28,4, Turbo Gas,2.3,Red,Black,1166.7,coupes
2017 BMW 440 I xDrive,35998,15,6,No Accidents or Damage Reported,0,10,15.8,110.6,42.2,39.8,3775,Manual 6 Speed,182.6,71.9,54.8,21,31,6, Turbo Gas,3.0,Black,Black,2391.3,coupes
2018 Dodge Challenger T/A 392,42998,17,5,No Accidents or Damage Reported,0,4,18.5,116.2,42.0,39.3,4232,Automatic,197.9,75.7,57.5,14,23,8, Gas,6.4,Black,Black,1158.5,coupes
2014 Scion FR-S,19998,78,9,No Accidents or Damage Reported,0,1,13.2,101.2,41.9,37.1,2758,Manual 6 Speed,166.7,69.9,50.6,22,30,4, Gas,2.0,Red,Black,235.9,coupes
2016 Ford Mustang Ecoboost Premium,22998,52,7,No Accidents or Damage Reported,0,0,15.5,107.1,44.5,37.6,3642,Automatic,188.3,75.4,54.9,22,31,4, Turbo Gas,2.3,Gray,Black,1280.0,coupes
2020 Dodge Challenger R/T Scat Pack Widebody,50998,7,3,No Accidents or Damage Reported,0,0,18.5,116.2,42.0,39.3,4308,Automatic,197.9,79.2,57.5,14,23,8, Gas,6.4,Red,Black,1158.5,coupes
2021 Dodge Challenger GT,31998,7,2,No Accidents or Damage Reported,0,0,18.5,116.2,42.0,39.3,3906,Automatic,197.9,75.7,57.7,19,30,6, Gas,3.6,Purple,Black,558.3,coupes
2018 Chevrolet Camaro SS,40998,18,5,No Accidents or Damage Reported,0,0,19.0,110.7,43.9,38.5,3685,Automatic,188.3,74.7,53.1,16,25,8, Gas,6.2,White,Red,1034.1,coupes
2015 Hyundai Genesis,19998,74,8,No Accidents or Damage Reported,0,0,17.2,111.0,44.1,39.2,3495,Automatic,182.3,73.4,54.5,16,25,6, Gas,3.8,White,Black,578.4,coupes
2013 BMW 328 I,18998,65,10,No Accidents or Damage Reported,0,16,16.1,108.7,41.8,38.4,3583,Automatic,181.9,71.5,54.9,18,28,6, Gas,3.0,Burgundy,Gray,727.3,coupes
2014 Chevrolet Camaro LT,22998,39,9,No Accidents or Damage Reported,0,0,19.0,112.3,42.4,37.4,3738,Automatic,190.6,75.5,54.2,17,28,6, Gas,3.6,Red,Black,579.2,coupes
2014 Ford Mustang,16998,110,9,No Accidents or Damage Reported,0,0,16.0,107.1,42.4,38.5,3501,Automatic,188.5,73.9,55.8,19,29,6, Gas,3.7,Blue,Tan,658.8,coupes
2019 Chevrolet Camaro 2SS,34998,54,4,No Accidents or Damage Reported,0,0,19.0,110.7,43.9,38.4,3956,Automatic,188.3,74.7,52.9,16,24,8, Gas,6.2,Silver,Black,1034.1,coupes
2018 Subaru BRZ Limited,28998,23,5,No Accidents or Damage Reported,0,0,13.2,101.2,41.9,37.1,2840,Automatic,166.7,69.9,50.6,24,33,4, Gas,2.0,Blue,Black,235.9,coupes
2019 Ford Mustang Ecoboost,24998,55,4,No Accidents or Damage Reported,0,2,16.0,107.1,44.5,37.6,3532,Automatic,188.3,75.4,54.4,21,31,4, Turbo Gas,2.3,Red,Black,1166.7,coupes
2021 Dodge Challenger SXT,26998,59,2,No Accidents or Damage Reported,0,0,18.5,116.2,42.0,39.3,4057,Automatic,197.9,75.7,58.4,18,27,6, Gas,3.6,Black,Black,558.3,coupes
2014 Chevrolet Camaro LT,22998,46,9,No Accidents or Damage Reported,0,0,19.0,112.3,42.4,37.4,3738,Automatic,190.6,75.5,54.2,17,28,6, Gas,3.6,Red,Black,579.2,coupes
2014 Chevrolet Camaro LT,20998,70,9,No Accidents or Damage Reported,0,4,19.0,112.3,42.4,37.4,3738,Automatic,190.6,75.5,54.2,17,28,6, Gas,3.6,White,Black,579.2,coupes
2020 Ford Mustang Shelby GT350,59998,28,3,No Accidents or Damage Reported,0,0,16.0,107.1,44.5,37.6,3760,Manual 6 Speed,188.9,75.9,54.2,14,21,8, Gas,5.2,Gray,Gray,903.2,coupes
2020 Ford Mustang Ecoboost,24998,46,3,No Accidents or Damage Reported,0,0,16.0,107.1,44.5,37.6,3532,Automatic,188.3,75.4,54.4,21,30,4, Turbo Gas,2.3,Gray,Black,1166.7,coupes
2021 Dodge Challenger R/T Scat Pack,43998,11,2,No Accidents or Damage Reported,0,0,18.5,116.2,42.0,39.3,4230,Automatic,197.9,75.7,57.7,14,23,8, Gas,6.4,Silver,Black,1158.5,coupes
2019 Chevrolet Camaro 2SS,38998,36,4,Multiple Damage Events,0,0,19.0,110.7,43.9,38.5,3685,Automatic,188.3,74.7,53.1,16,24,8, Gas,6.2,Blue,Black,1034.1,coupes
2021 Dodge Challenger SXT,27998,22,2,No Accidents or Damage Reported,0,0,18.5,116.2,42.0,39.3,3858,Automatic,197.9,75.7,57.7,19,30,6, Gas,3.6,White,Black,558.3,coupes
2018 Chevrolet Corvette Stingray,48998,48,5,No Accidents or Damage Reported,0,0,18.5,106.7,43.0,37.9,3298,Automatic,176.9,73.9,48.8,16,25,8, Gas,6.2,Blue,Black,1000.0,coupes
2019 Dodge Challenger SXT,24998,59,4,No Accidents or Damage Reported,0,0,18.5,116.2,42.0,39.3,3894,Automatic,197.9,75.7,57.5,19,30,6, Gas,3.6,Red,Black,558.3,coupes
2017 Nissan 370Z,23998,85,6,No Accidents or Damage Reported,0,4,19.0,100.4,42.9,38.2,3332,Automatic,167.5,72.6,51.8,19,26,6, Gas,3.7,Pearl,Black,519.2,coupes
2018 Dodge Challenger SRT 392,43998,38,5,No Accidents or Damage Reported,0,4,18.5,116.2,42.0,39.3,4279,Automatic,198.0,75.7,55.9,14,23,8, Gas,6.4,Black,Black,1158.5,coupes
2018 Chevrolet Camaro SS,37998,21,5,No Accidents or Damage Reported,0,0,19.0,110.7,43.9,38.5,3685,Automatic,188.3,74.7,53.1,16,25,8, Gas,6.2,Black,Black,1034.1,coupes
2020 Dodge Challenger SXT,26998,43,3,No Accidents or Damage Reported,0,0,18.5,116.2,42.0,39.3,3858,Automatic,197.9,75.7,57.5,19,30,6, Gas,3.6,Gray,Black,558.3,coupes
2020 Dodge Challenger SXT,26998,44,3,No Accidents or Damage Reported,0,0,18.5,116.2,42.0,39.3,3858,Automatic,197.9,75.7,57.5,19,30,6, Gas,3.6,White,Black,558.3,coupes
2013 Chevrolet Camaro ZL1,42998,18,10,No Accidents or Damage Reported,0,2,19.0,112.3,42.4,37.4,4120,Manual 6 Speed,190.4,75.5,54.2,14,19,8, Supercharged Gas,6.2,Black,Black,1323.8,coupes
2015 Ford Mustang Ecoboost,22998,34,8,No Accidents or Damage Reported,0,4,15.5,107.1,44.5,37.6,3532,Automatic,188.3,75.4,54.4,22,31,4, Turbo Gas,2.3,White,Black,1280.0,coupes
2017 Chevrolet Camaro LT,27998,43,6,No Accidents or Damage Reported,0,0,19.0,110.7,43.9,38.5,3354,Automatic,188.3,74.7,53.1,16,28,6, Gas,3.6,Black,Black,535.8,coupes
2018 Dodge Challenger GT,26998,55,5,No Accidents or Damage Reported,0,1,18.5,116.2,42.0,39.3,4108,Automatic,197.9,75.7,57.5,18,27,6, Gas,3.6,Gray,Black,558.3,coupes
2018 Honda Civic SI,23998,77,5,No Accidents or Damage Reported,0,2,12.4,106.3,42.3,36.5,2889,Manual 6 Speed,177.3,70.9,54.7,28,38,4, Turbo Gas,1.5,Gray,Black,914.3,coupes
