Name,Price,Mile,Ages,Accident_damages,Insurance,Service_repairs,fuel_capacity,wheelbase,dirver_leg_room,dirver_head_room,curb_weight,transmission,dimension_L,dimension_W,dimension_H,mile_per_gallon_city,mile_per_gallon_hwy,engine_cly,engine_fuel,engine_L,color_ext,color_int,torque,type
2017 Honda Ridgeline RTL,29998,29,6,No Accidents or Damage Reported,0,8,19.5,125.2,40.9,40.1,4445,Automatic,210.0,78.6,70.8,18,25,6, Gas,3.5,Green,Tan,557.4,truck
2018 Toyota Tacoma TRD Off Road,35998,62,5,Multiple Damage Events,0,13,21.1,127.4,42.9,39.7,4445,Manual 6 Speed,212.3,75.2,70.6,17,20,6, Gas,3.5,Black,Black,576.1,truck
2019 Chevrolet Silverado 1500 High Country,48998,35,4,No Accidents or Damage Reported,0,0,24.0,156.95,44.53,43.03,4867,Automatic,241.21,81.24,75.4,16,22,8, Gas,5.3,White,Black,934.1,truck
2021 Nissan Titan SV,34998,32,2,No Accidents or Damage Reported,0,0,26.0,139.8,41.8,41.0,5649,Automatic,228.1,79.5,76.0,15,21,8, Gas,5.6,Silver,Black,1032.5,truck
2020 GMC Canyon SLT,34998,42,3,No Accidents or Damage Reported,0,0,21.0,128.3,45.0,41.4,3980,Automatic,212.4,74.3,70.6,17,24,6, Gas,3.6,Blue,Black,687.5,truck
2018 Ram 1500 Express,22998,118,5,No Accidents or Damage Reported,0,0,32.0,140.0,41.0,39.9,5111,Automatic,231.0,79.4,75.0,16,23,8, Gas,5.7,Black,Gray,644.3,truck
2021 Toyota Tacoma TRD Sport,38998,43,2,No Accidents or Damage Reported,0,0,21.1,140.6,42.9,39.7,4550,Automatic,225.5,75.2,70.6,18,22,6, Gas,3.5,Gray,Black,576.1,truck
2020 Ram 1500 Laramie,42998,57,3,No Accidents or Damage Reported,0,0,26.0,153.5,40.9,40.9,5248,Automatic,241.8,82.1,77.5,21,29,6, Turbo Diesel,3.0,Black,Black,3000.0,truck
2023 Toyota Tacoma TRD Off Road,41998,18,0,No Accidents or Damage Reported,0,0,21.1,127.4,42.9,39.7,4550,Automatic,212.3,75.2,70.6,18,22,6, Gas,3.5,Red,Gray,576.1,truck
2019 Ram 1500 Bighorn,36998,56,4,No Accidents or Damage Reported,0,1,26.0,153.5,40.9,40.9,5160,Automatic,241.8,82.1,77.5,15,21,8, Gas,5.7,Burgundy,Black,1038.0,truck
2016 Toyota Tacoma TRD Sport,29998,62,7,No Accidents or Damage Reported,0,6,21.1,127.4,42.9,39.7,4060,Automatic,212.3,75.2,70.6,19,24,6, Gas,3.5,Gray,Black,576.1,truck
2018 Ford F150 XLT,28998,63,5,No Accidents or Damage Reported,0,0,26.0,157.0,43.9,40.8,4912,Automatic,243.7,79.9,77.3,17,23,6, Turbo Gas,3.5,Blue,Gray,1342.9,truck
2020 Nissan Titan SV,33998,38,3,No Accidents or Damage Reported,0,0,26.0,139.8,41.8,41.0,5502,Automatic,228.1,79.5,75.4,16,22,8, Gas,5.6,Black,Gray,1032.5,truck
2019 GMC Sierra 1500 Elevation,37998,37,4,No Accidents or Damage Reported,0,0,24.0,147.44,44.53,43.03,4835,Automatic,231.75,81.24,75.63,15,21,8, Gas,5.3,Black,Gray,934.1,truck
2020 Ram 1500 Laramie,42998,29,3,No Accidents or Damage Reported,0,0,26.0,144.5,40.9,40.9,5196,Automatic,232.9,82.1,77.6,15,21,8, Gas,5.7,Gray,Black,1038.0,truck
2022 Toyota Tundra Platinum,59998,28,1,No Accidents or Damage Reported,0,0,32.2,145.7,41.2,39.3,5490,Automatic,233.6,80.2,78.0,17,22,6, Turbo Gas,3.5,Black,Black,1995.8,truck
2022 Chevrolet Silverado 1500 Work Truck,33998,10,1,No Accidents or Damage Reported,0,0,24.0,147.45,44.5,43.0,4594,Automatic,231.88,81.2,75.6,19,22,4, Turbo Gas,2.7,White,Black,2800.0,truck
2018 Ford F150 XLT,33998,43,5,No Accidents or Damage Reported,0,0,26.0,145.0,43.9,40.8,4769,Automatic,231.9,79.9,77.2,18,23,6, Gas,3.3,Gray,Gray,662.5,truck
2023 Toyota Tacoma TRD Off Road,41998,10,0,No Accidents or Damage Reported,0,0,21.1,127.4,42.9,39.7,4550,Automatic,212.3,75.2,70.6,18,22,6, Gas,3.5,Red,Black,576.1,truck
2022 Chevrolet Silverado 1500 LTD RST,38998,51,1,No Accidents or Damage Reported,0,0,24.0,156.95,44.53,43.03,4867,Automatic,241.21,81.24,75.4,15,20,8, Gas,5.3,White,Black,934.1,truck
2017 Nissan Frontier SV,23998,72,6,No Accidents or Damage Reported,0,0,21.1,139.9,42.4,40.0,4557,Automatic,219.4,72.8,70.1,15,21,6, Gas,4.0,Gray,Gray,702.5,truck
2019 Ram 1500 Classic Warlock,31998,59,4,No Accidents or Damage Reported,0,0,26.0,140.0,41.0,41.0,5141,Automatic,229.0,79.4,77.7,15,21,8, Gas,5.7,Red,Black,1038.0,truck
2021 Jeep Gladiator Willy's,39998,7,2,No Accidents or Damage Reported,0,0,22.0,137.3,41.2,42.8,4650,Automatic,218.0,73.8,75.0,16,23,6, Gas,3.6,Black,Black,590.9,truck
2020 Chevrolet Silverado 1500 Custom,36998,36,3,No Accidents or Damage Reported,0,2,24.0,156.95,44.53,43.03,4867,Automatic,241.21,81.24,75.4,15,20,8, Gas,5.3,White,Black,782.1,truck
2021 Ram 1500 Limited,51998,38,2,No Accidents or Damage Reported,0,0,26.0,153.5,40.9,40.9,5568,Automatic,241.8,82.1,77.5,21,29,6, Turbo Diesel,3.0,Black,Black,3000.0,truck
2020 Chevrolet Silverado 1500 High Country,47998,48,3,No Accidents or Damage Reported,0,0,24.0,156.95,44.53,43.03,4867,Automatic,241.21,81.24,75.4,16,22,8, Gas,6.2,Black,Black,934.1,truck
2020 Ram 1500 Laramie,40998,36,3,No Accidents or Damage Reported,0,0,26.0,144.5,40.9,40.9,5032,Automatic,232.9,82.1,77.5,22,32,6, Turbo Diesel,3.0,Black,Black,3000.0,truck
2019 Toyota Tacoma TRD Off Road,35998,39,4,No Accidents or Damage Reported,0,8,21.1,140.6,42.9,39.7,4425,Automatic,225.5,75.2,70.6,18,22,6, Gas,3.5,White,Black,576.1,truck
2015 Ram 1500 Laramie,25998,113,8,No Accidents or Damage Reported,0,0,26.0,149.0,41.0,41.0,5576,Automatic,237.9,79.4,77.9,15,21,8, Gas,5.7,Black,Black,1038.0,truck
2021 Ford F150 XLT,43998,19,2,No Accidents or Damage Reported,0,3,26.0,145.0,43.9,40.8,4705,Automatic,231.7,79.9,77.2,20,27,6, Turbo Diesel,3.0,White,Gray,2514.3,truck
2022 GMC Sierra 1500 Elevation,48998,12,1,No Accidents or Damage Reported,0,0,24.0,156.98,44.5,43.0,4885,Automatic,241.45,81.2,75.4,17,20,4, Turbo Gas,2.7,White,Black,2800.0,truck
2021 Ram 1500 Bighorn,36998,31,2,No Accidents or Damage Reported,0,0,23.0,140.5,40.9,40.9,5001,Automatic,228.9,82.1,77.7,19,24,6, Gas,3.6,Gray,Black,560.4,truck
2020 Ram 1500 Laramie,44998,30,3,No Accidents or Damage Reported,0,0,26.0,144.5,40.9,40.9,5196,Automatic,232.9,82.1,77.6,15,21,8, Gas,5.7,White,Brown,1038.0,truck
2020 Jeep Gladiator Overland,37998,27,3,No Accidents or Damage Reported,0,3,22.0,137.3,41.2,42.8,4720,Automatic,218.0,73.8,75.0,16,23,6, Gas,3.6,Black,Black,590.9,truck
2019 Ram 1500 Classic Warlock,33998,42,4,No Accidents or Damage Reported,0,3,26.0,140.0,41.0,41.0,5141,Automatic,229.0,79.4,77.7,15,21,8, Gas,5.7,Black,Black,1038.0,truck
2017 Nissan Titan SV,21998,101,6,No Accidents or Damage Reported,0,2,26.0,139.8,41.8,41.0,5508,Automatic,228.1,79.5,75.4,15,21,8, Gas,5.6,Gray,Black,985.0,truck
2020 Ford F150 XLT,35998,47,3,No Accidents or Damage Reported,0,0,26.0,145.0,43.9,40.8,4770,Automatic,231.9,79.9,77.2,19,24,6, Turbo Gas,2.7,Gray,Black,1454.5,truck
2018 Ram 1500 Express,28998,74,5,No Accidents or Damage Reported,0,2,26.0,140.0,41.0,41.0,5171,Automatic,229.0,79.4,77.5,16,23,6, Gas,3.6,Black,Gray,644.3,truck
2020 Jeep Gladiator Overland,36998,50,3,No Accidents or Damage Reported,0,0,22.0,137.3,41.2,42.8,4720,Automatic,218.0,73.8,75.0,16,23,6, Gas,3.6,Tan,Brown,590.9,truck
2019 Ford Ranger XL,25998,75,4,No Accidents or Damage Reported,0,1,18.0,126.8,43.1,41.0,4441,Automatic,210.8,85.8,71.5,20,24,4, Turbo Gas,2.3,White,Black,1033.3,truck
2020 GMC Sierra 1500 SLT,45998,47,3,No Accidents or Damage Reported,0,0,24.0,156.98,44.53,43.03,4887,Automatic,241.25,81.24,75.4,16,22,8, Gas,5.3,Black,Black,934.1,truck
2019 Ram 1500 Classic Warlock,29998,55,4,No Accidents or Damage Reported,0,0,26.0,140.0,41.0,41.0,5141,Automatic,229.0,79.4,77.7,16,23,6, Gas,3.6,Blue,Black,644.3,truck
2020 Jeep Gladiator Sport S,33998,28,3,No Accidents or Damage Reported,0,1,22.0,137.3,41.2,42.8,4650,Automatic,218.0,73.8,75.0,16,23,6, Gas,3.6,Gray,Black,590.9,truck
2021 Ford F150 XLT,39998,28,2,No Accidents or Damage Reported,0,5,26.0,145.0,43.9,40.8,4705,Automatic,231.7,79.9,77.2,20,27,6, Turbo Diesel,3.0,White,Black,2514.3,truck
2020 Toyota Tacoma Limited,37998,55,3,No Accidents or Damage Reported,0,0,21.1,127.4,42.9,39.7,4480,Automatic,212.3,75.2,70.6,18,22,6, Gas,3.5,Gray,Black,576.1,truck
2021 Toyota Tundra SR5,44998,32,2,No Accidents or Damage Reported,0,0,26.4,145.7,42.5,39.7,5640,Automatic,228.9,79.9,76.2,13,17,8, Gas,5.7,Gray,Black,1113.9,truck
2020 Chevrolet Silverado 1500 Custom,28998,49,3,No Accidents or Damage Reported,0,0,24.0,156.95,44.53,43.03,4674,Automatic,241.21,81.24,75.35,16,21,6, Gas,4.3,Blue,Black,782.1,truck
2021 Ram 1500 Bighorn,40998,21,2,No Accidents or Damage Reported,0,1,26.0,144.5,40.9,40.9,5082,Automatic,232.9,82.1,77.6,15,21,8, Gas,5.7,Black,Gray,1038.0,truck
2019 Ram 1500 Bighorn,32998,43,4,No Accidents or Damage Reported,0,0,26.0,144.5,40.9,40.9,5232,Automatic,232.9,82.1,77.6,15,21,8, Gas,5.7,Black,Gray,1038.0,truck
2017 Honda Ridgeline RTL,22998,122,6,No Accidents or Damage Reported,0,0,19.5,125.2,40.9,40.1,4445,Automatic,210.0,78.6,70.8,18,25,6, Gas,3.5,Burgundy,Gray,557.4,truck
2021 Chevrolet Silverado 1500 Custom,34998,51,2,No Accidents or Damage Reported,0,0,24.0,147.45,44.53,43.03,4815,Automatic,231.7,81.24,75.63,15,20,6, Gas,4.3,Black,Black,782.1,truck
2019 Ram 1500 Laramie,38998,54,4,No Accidents or Damage Reported,0,3,26.0,153.5,40.9,40.9,5160,Automatic,241.8,82.1,77.5,15,21,8, Gas,5.7,White,Black,1038.0,truck
2020 Nissan Titan PRO-4X,39998,39,3,No Accidents or Damage Reported,0,0,26.0,139.8,41.8,41.0,5824,Automatic,228.5,80.7,77.2,15,21,8, Gas,5.6,Tan,Black,1032.5,truck
2022 Hyundai Santa Cruz SEL Premium,31998,12,1,No Accidents or Damage Reported,0,0,17.7,118.3,41.4,40.7,4101,Automatic,195.7,75.0,66.7,19,27,4, Turbo Gas,2.5,White,Black,1829.4,truck
2021 Toyota Tundra Platinum,54998,10,2,No Accidents or Damage Reported,0,1,38.0,145.7,42.5,39.7,5670,Automatic,228.9,79.9,76.2,13,17,8, Gas,5.7,Gray,Black,1113.9,truck
2018 Toyota Tundra SR5,35998,57,5,No Accidents or Damage Reported,0,0,26.4,145.7,42.5,39.7,5340,Automatic,228.9,79.9,75.8,13,18,8, Gas,5.7,Gray,Gray,1113.9,truck
2021 Toyota Tacoma TRD Off Road,40998,28,2,No Accidents or Damage Reported,0,0,21.1,140.6,42.9,39.7,4550,Automatic,225.5,75.2,70.6,18,22,6, Gas,3.5,Gray,Black,576.1,truck
2019 Ford F150 XL,33998,22,4,No Accidents or Damage Reported,0,0,23.0,145.0,43.9,40.8,4675,Automatic,231.9,79.9,77.2,19,24,6, Turbo Gas,2.7,Burgundy,Gray,1454.5,truck
2020 Ram 1500 Lonestar,35998,10,3,No Accidents or Damage Reported,0,0,26.0,144.5,40.9,40.9,4878,Automatic,232.9,82.1,77.5,15,22,8, Gas,5.7,Burgundy,Gray,1038.0,truck
2020 Ford F150 XLT,37998,15,3,No Accidents or Damage Reported,0,0,23.0,145.0,43.9,40.8,4675,Automatic,231.9,79.9,77.2,19,24,6, Turbo Gas,2.7,Gray,Black,1454.5,truck
2013 Honda Ridgeline RTL,20998,115,10,No Accidents or Damage Reported,0,0,22.0,122.0,40.8,38.7,4564,Automatic,206.9,77.8,71.2,15,21,6, Gas,3.5,Black,Black,574.4,truck
2021 Chevrolet Silverado 1500 Custom,35998,19,2,No Accidents or Damage Reported,0,0,24.0,147.43,44.53,43.03,4602,Automatic,231.7,81.24,75.49,16,21,6, Gas,4.3,Blue,Black,782.1,truck
2019 Ram 1500 Classic Tradesman,26998,30,4,No Accidents or Damage Reported,0,5,26.0,140.0,41.0,41.0,4877,Automatic,229.0,79.4,77.2,17,25,6, Gas,3.6,White,Gray,644.3,truck
2014 Ford F150 FX2,24998,108,9,No Accidents or Damage Reported,0,0,26.0,145.0,41.4,41.0,5254,Automatic,231.8,79.2,74.8,15,21,8, Gas,5.0,Black,Black,894.1,truck
2016 Ram 1500 Bighorn,23998,117,7,No Accidents or Damage Reported,0,2,26.0,140.0,41.0,41.0,5142,Automatic,229.0,79.4,77.7,16,23,6, Gas,3.6,Black,Gray,644.3,truck
2019 Chevrolet Silverado 1500 Custom Trail Boss,35998,57,4,No Accidents or Damage Reported,0,0,24.0,147.5,44.53,43.03,4815,Automatic,231.7,81.24,78.45,14,18,8, Gas,5.3,Gray,Black,934.1,truck
2022 Ford Ranger XLT,32998,15,1,No Accidents or Damage Reported,0,0,18.0,126.8,43.1,41.0,4232,Automatic,210.8,77.8,71.1,21,26,4, Turbo Gas,2.3,Gray,Black,1033.3,truck
2021 Toyota Tacoma SR,31998,14,2,No Accidents or Damage Reported,0,0,21.1,127.4,42.9,39.7,4075,Automatic,212.3,74.4,70.6,20,23,4, Gas,2.7,Red,Gray,473.7,truck
2020 GMC Sierra 1500 SLT,46998,39,3,No Accidents or Damage Reported,0,0,24.0,156.98,44.53,43.03,4887,Automatic,241.25,81.24,75.4,16,22,8, Gas,5.3,Silver,Black,934.1,truck
2018 Ram 1500 Tradesman,24998,54,5,No Accidents or Damage Reported,0,0,26.0,140.0,41.0,41.0,4877,Automatic,229.0,79.4,77.2,17,25,6, Gas,3.6,Gray,Black,644.3,truck
2021 Chevrolet Silverado 1500 LTZ,42998,46,2,No Accidents or Damage Reported,0,0,24.0,147.43,44.53,43.03,4602,Automatic,231.7,81.24,75.49,17,23,8, Gas,5.3,Silver,Black,934.1,truck
2019 Toyota Tacoma SR5,32998,28,4,No Accidents or Damage Reported,0,0,21.1,127.4,42.9,39.7,4305,Automatic,212.3,74.4,70.6,18,22,6, Gas,3.5,Gray,Gray,576.1,truck
2016 Ford F150 XLT,24998,100,7,No Accidents or Damage Reported,0,0,23.0,157.0,43.9,40.8,4572,Automatic,243.7,79.9,75.7,18,25,6, Gas,3.5,Gray,Gray,595.3,truck
2017 Nissan Frontier S,20998,44,6,No Accidents or Damage Reported,0,0,21.1,125.9,42.4,39.7,3757,Automatic,205.5,72.8,68.7,17,23,4, Gas,2.5,White,Gray,388.6,truck
2021 Chevrolet Silverado 1500 Custom,34998,32,2,No Accidents or Damage Reported,0,0,24.0,147.45,44.53,43.03,4598,Automatic,231.7,81.24,75.6,16,21,6, Gas,4.3,Gray,Black,782.1,truck
2020 Chevrolet Colorado LT,24998,48,3,No Accidents or Damage Reported,0,0,21.0,128.3,45.0,41.4,3831,Automatic,212.7,74.3,70.4,20,26,4, Gas,2.5,White,Black,434.1,truck
2019 Ford F150 Lariat,39998,59,4,No Accidents or Damage Reported,0,1,26.0,157.0,43.9,40.8,4913,Automatic,243.7,79.9,77.3,17,23,6, Turbo Gas,3.5,Gray,Black,1342.9,truck
2019 Ram 1500 Classic Tradesman,19998,123,4,No Accidents or Damage Reported,0,0,26.0,140.0,41.0,41.0,4877,Automatic,229.0,79.4,77.2,17,25,6, Gas,3.6,Gray,Gray,644.3,truck
2019 Dodge Charger GT,26998,61,4,No Accidents or Damage Reported,0,0,264.0,120.2,41.8,38.6,3966,Automatic,198.4,75.0,58.2,19,30,6, Gas,3.6,Red,Black,550.0,sedan
2017 Dodge Charger R/T Scat Pack,38998,39,6,No Accidents or Damage Reported,0,0,475.0,120.2,41.8,38.6,4400,Automatic,200.8,75.0,58.2,15,25,8, Gas,6.4,Black,Black,1158.5,sedan
2015 Ford Taurus SEL,14599,117,8,No Accidents or Damage Reported,0,13,254.0,112.9,41.9,39.0,4035,Automatic,202.9,76.2,60.7,19,29,6, Gas,3.5,Silver,Black,635.0,sedan
2016 Audi A3 Premium,18998,90,7,No Accidents or Damage Reported,0,0,200.0,103.8,41.2,39.6,3175,Automatic,175.0,70.7,55.8,23,33,4, Turbo Gas,1.8,White,Gray,1250.0,sedan
2018 Toyota Camry LE,22998,60,5,No Accidents or Damage Reported,0,0,184.0,111.2,42.1,38.3,3296,Automatic,192.1,72.4,56.9,28,39,4, Gas,2.5,Black,Black,368.0,sedan
2012 Kia Forte LX,12998,65,11,No Accidents or Damage Reported,0,0,144.0,104.3,43.3,40.0,2729,Manual 6 Speed,178.3,69.9,57.5,25,34,4, Gas,2.0,White,Gray,334.9,sedan
2013 Hyundai Elantra Limited,14998,90,10,No Accidents or Damage Reported,0,0,130.0,106.3,43.6,40.0,2701,Automatic,178.3,69.9,56.5,28,38,4, Gas,1.8,Gray,Gray,276.6,sedan
2017 Mercedes-Benz C300,24998,40,6,No Accidents or Damage Reported,0,0,273.0,111.8,41.7,37.1,3417,Automatic,184.5,71.3,56.8,24,34,4, Turbo Gas,2.0,Black,Tan,2100.0,sedan
2017 Dodge Charger Daytona,35998,22,6,No Accidents or Damage Reported,0,0,395.0,120.2,41.8,38.6,4264,Automatic,198.4,75.0,58.2,16,25,8, Gas,5.7,Yellow,Black,940.5,sedan
2017 Kia Optima Hybrid Premium,16998,90,6,No Accidents or Damage Reported,0,0,271.0,110.4,45.5,39.8,3486,Automatic,191.1,73.2,57.5,39,46,4, Hybrid,2.0,Silver,Black,1531.1,sedan
2020 Toyota Corolla LE,24998,10,3,No Accidents or Damage Reported,0,0,126.0,106.3,42.0,38.3,2955,Automatic,182.3,70.1,56.5,30,38,4, Gas,1.8,White,Black,323.1,sedan
2017 Audi A4 Premium,24998,32,6,No Accidents or Damage Reported,0,2,273.0,111.0,41.3,38.9,3483,Automatic,186.1,72.5,56.2,25,33,4, Turbo Gas,2.0,Gray,Black,1706.2,sedan
2016 Audi A6 Premium Plus,23998,75,7,No Accidents or Damage Reported,0,0,325.0,114.6,41.3,37.2,4178,Automatic,194.2,73.8,57.8,20,29,6, Supercharged Gas,3.0,Black,Black,1120.7,sedan
2016 Kia Optima EX,14599,124,7,No Accidents or Damage Reported,0,0,178.0,110.4,45.5,39.8,3362,Automatic,191.1,73.2,57.7,24,35,4, Gas,2.4,Burgundy,Black,445.0,sedan
2014 Audi A6 Premium Plus,22998,41,9,No Accidents or Damage Reported,0,0,258.0,114.7,41.3,37.2,3957,Automatic,193.9,73.8,57.8,20,29,4, Turbo Gas,2.0,Black,Black,1720.0,sedan
2016 Ford Taurus Limited,15998,122,7,No Accidents or Damage Reported,0,0,254.0,112.9,41.9,39.0,3917,Automatic,202.9,76.2,60.7,18,27,6, Gas,3.5,Black,Black,635.0,sedan
2013 Nissan Maxima SV,14998,98,10,No Accidents or Damage Reported,0,2,261.0,109.3,43.8,38.8,3568,Automatic,190.6,73.2,57.8,19,26,6, Gas,3.5,Brown,Tan,593.2,sedan
2023 Mitsubishi Mirage G4 Black Edition,19998,6,0,No Accidents or Damage Reported,0,0,74.0,100.4,41.7,38.9,2172,Automatic,169.5,65.7,59.2,35,41,3, Gas,1.2,Gray,Black,185.0,sedan
2022 Toyota Corolla SE,25998,4,1,No Accidents or Damage Reported,0,0,151.0,106.3,42.0,38.3,3110,Automatic,182.5,70.1,56.5,31,40,4, Gas,2.0,Blue,Black,343.2,sedan
2017 Honda Civic LX,17998,118,6,No Accidents or Damage Reported,0,0,138.0,106.3,42.3,39.3,2761,Automatic,182.3,70.8,55.7,31,40,4, Gas,2.0,Gray,Gray,328.6,sedan
2016 Honda Accord EX-L,18998,109,7,No Accidents or Damage Reported,0,0,181.0,109.3,42.5,37.6,3360,Automatic,192.5,72.8,57.7,27,37,4, Gas,2.4,White,Tan,464.1,sedan
2019 Chevrolet Sonic LT,16998,45,4,No Accidents or Damage Reported,0,0,148.0,99.4,41.8,38.7,2880,Automatic,173.9,68.3,59.7,26,34,4, Turbo Gas,1.4,Silver,Black,800.0,sedan
2014 Mercedes-Benz C300 Sport,19998,68,9,No Accidents or Damage Reported,0,1,251.0,108.7,41.7,37.1,3726,Automatic,180.8,69.7,56.3,20,27,6, Gas,3.5,White,Tan,717.1,sedan
2019 Nissan Sentra SV,19998,26,4,No Accidents or Damage Reported,0,1,125.0,106.3,42.5,39.4,2880,Automatic,182.1,69.3,58.9,29,37,4, Gas,1.8,Red,Black,347.2,sedan
2018 BMW X1 XDrive28i,24998,60,5,No Accidents or Damage Reported,0,5,258.0,105.1,40.4,41.9,3697,Automatic,175.4,71.7,62.9,22,31,4, Turbo Gas,2.0,Blue,Black,1779.3,sedan
2013 Hyundai Sonata GLS,15998,63,10,No Accidents or Damage Reported,0,0,179.0,110.0,45.5,40.0,3316,Automatic,189.8,72.2,57.9,24,35,4, Gas,2.4,Red,Tan,421.2,sedan
2018 Volvo S90 T5 Momentum,28998,26,5,No Accidents or Damage Reported,0,0,258.0,120.5,42.2,37.8,3870,Automatic,200.1,74.4,57.1,24,34,4, Turbo Gas,2.0,Black,Tan,1720.0,sedan
2017 Mercedes-Benz E300,29998,36,6,No Accidents or Damage Reported,0,2,273.0,115.7,41.3,37.9,3891,Automatic,193.8,73.7,57.8,22,29,4, Turbo Gas,2.0,Black,Black,2100.0,sedan
2015 Kia Rio LX,14599,63,8,No Accidents or Damage Reported,0,0,123.0,101.2,43.8,40.0,2480,Automatic,171.9,67.7,57.3,27,37,4, Gas,1.6,Black,Gray,253.6,sedan
2012 Toyota Corolla S,15998,103,11,No Accidents or Damage Reported,0,0,128.0,102.4,41.7,38.8,2800,Automatic,179.3,69.4,57.7,26,34,4, Gas,1.8,Black,Black,290.9,sedan
2022 Nissan Kicks S,21998,29,1,No Accidents or Damage Reported,0,0,114.0,103.1,43.7,40.4,2682,Automatic,169.1,69.3,63.3,31,36,4, Gas,1.6,White,Black,285.0,sedan
2016 Chrysler 300 Limited,20998,44,7,No Accidents or Damage Reported,0,0,260.0,120.2,41.8,38.6,4029,Automatic,198.6,75.0,58.4,19,31,6, Gas,3.6,Gray,Black,541.7,sedan
2019 Audi A4 Premium Plus,25998,53,4,No Accidents or Damage Reported,0,3,273.0,111.0,41.3,38.9,3627,Automatic,186.1,72.5,56.2,23,34,4, Turbo Gas,2.0,Gray,Black,1706.2,sedan
2017 Audi A3 Premium,19998,83,6,No Accidents or Damage Reported,0,0,221.0,103.8,41.2,39.6,3197,Automatic,175.5,70.7,55.7,26,35,4, Turbo Gas,2.0,White,Gray,1381.2,sedan
2017 Subaru WRX STI Limited,30998,54,6,No Accidents or Damage Reported,0,1,290.0,104.3,43.3,37.2,3455,Manual 6 Speed,180.9,70.7,58.1,17,23,4, Turbo Gas,2.5,Blue,Black,725.0,sedan
2020 Nissan Altima SR,25998,23,3,No Accidents or Damage Reported,0,0,180.0,111.2,43.8,39.2,3287,Automatic,192.9,72.9,56.9,27,37,4, Gas,2.5,Blue,Black,500.0,sedan
2017 Lincoln MKZ Premier,18998,99,6,No Accidents or Damage Reported,0,4,270.0,112.2,44.3,37.9,3900,Automatic,194.1,73.4,58.1,20,28,4, Turbo Gas,2.0,Gray,Tan,900.0,sedan
2014 BMW 528 XI,21998,58,9,No Accidents or Damage Reported,0,9,260.0,116.9,41.4,40.5,4001,Automatic,193.4,73.2,57.6,22,33,4, Turbo Gas,2.0,White,Tan,2080.0,sedan
2022 Toyota Corolla LE,22998,37,1,No Accidents or Damage Reported,0,0,126.0,106.3,42.0,38.3,2955,Automatic,182.3,70.1,56.5,30,38,4, Gas,1.8,Black,Black,323.1,sedan
2022 Nissan Kicks SR,24998,15,1,No Accidents or Damage Reported,0,0,114.0,103.1,43.7,40.4,2744,Automatic,169.1,69.3,63.4,31,36,4, Gas,1.6,White,Black,285.0,sedan
2017 Hyundai Accent SE,15998,45,6,No Accidents or Damage Reported,0,0,123.0,101.2,41.8,39.9,2480,Manual 6 Speed,172.0,66.9,57.1,27,37,4, Gas,1.6,Gray,Gray,253.6,sedan
2014 Audi A8 L,29998,59,9,No Accidents or Damage Reported,0,8,444.0,122.9,41.4,37.2,4619,Automatic,207.4,76.7,57.9,16,26,8, Turbo Gas,4.0,White,Tan,2960.0,sedan
2014 Mercedes-Benz C250 Sport,19998,59,9,No Accidents or Damage Reported,0,0,229.0,108.7,41.7,37.1,3428,Automatic,180.8,69.7,56.3,22,31,4, Turbo Gas,1.8,Silver,Black,1145.0,sedan
2019 Cadillac CTS Luxury,27998,52,4,No Accidents or Damage Reported,0,0,285.0,114.6,45.7,40.4,3757,Automatic,195.5,72.2,57.2,19,29,6, Gas,3.6,Red,Gray,537.7,sedan
2017 Toyota Avalon Limited,27998,32,6,No Accidents or Damage Reported,0,1,248.0,111.0,42.1,37.6,3583,Automatic,195.3,72.2,57.5,21,30,6, Gas,3.5,Black,Black,527.7,sedan
2018 Hyundai Elantra SEL,17998,51,5,No Accidents or Damage Reported,0,0,132.0,106.3,42.2,38.8,2811,Automatic,179.9,70.9,56.5,28,37,4, Gas,2.0,Gray,Black,293.3,sedan
2017 Cadillac ATS Luxury,22998,43,6,No Accidents or Damage Reported,0,1,295.0,109.3,42.5,38.6,3542,Automatic,182.8,71.1,55.9,22,30,4, Turbo Gas,2.0,Red,Gray,983.3,sedan
2015 Nissan Sentra SV,15998,65,8,No Accidents or Damage Reported,0,4,128.0,106.3,42.5,39.4,2873,Automatic,182.1,69.3,58.9,29,39,4, Gas,1.8,Gray,Gray,355.6,sedan
2018 Audi A4 Premium Plus,25998,59,5,No Accidents or Damage Reported,0,1,273.0,111.0,41.3,38.9,3626,Automatic,186.1,72.5,56.2,24,34,4, Turbo Gas,2.0,Black,Black,1706.2,sedan
2021 Toyota Camry SE,25998,52,2,No Accidents or Damage Reported,0,0,184.0,111.2,42.1,38.3,3340,Automatic,192.7,72.4,56.9,28,39,4, Gas,2.5,Black,Black,368.0,sedan
2016 Audi A6 Premium Plus,20998,63,7,No Accidents or Damage Reported,0,0,273.0,114.6,41.3,37.2,3803,Automatic,194.2,73.8,57.8,24,34,4, Turbo Gas,2.0,Gray,Black,1706.2,sedan
2015 Kia K900 Luxury,22998,57,8,No Accidents or Damage Reported,0,0,376.0,119.9,45.9,40.2,4555,Automatic,200.6,74.8,58.5,15,23,8, Gas,5.0,White,Gray,752.0,sedan
2017 Lexus GS 350 F-Sport,32998,58,6,No Accidents or Damage Reported,0,0,280.0,112.2,42.3,38.0,3891,Automatic,192.1,72.4,57.9,19,27,6, Gas,3.5,Silver,Black,583.3,sedan
